emotion	sentence
1	고등학교를 곧 졸업하게 돼.네? 뭘 하고 싶은데.그렇게 되니까 뭘 어떻게 할까 고민하는 것뿐이야! 어차피 우리 애들이 다 잘하고 있으니.그럼 우리 아이들 다
1	시간동안 떨어져 산 아버지를 다시 만나게 되었어...  의 으로이웃님들에게 좋은 추억 만들어 드려 줘요!   ..
1	빠가 내 생일에 너무 예쁜 원피스를 사줬어. 너무 고마웠어.이렇게 좋은데. 오빠는 정말 예쁜 드레스 입고 왔다면서??!!셀카
1	가족을 믿어.그렇게라도 하면 내가 원하는 걸 이룰 것 같아서!그런데 왜 내가 그 사람을 믿고 있는지 알 길이 없었다.그래서 내 마음속에 있는 진실을 말해야겠다는 생각만 들었지. 학
1	만에 온 가족이 같이 저녁 먹으러 밖에 나갔어.. 요즘 날씨가 너무 더워서 그런가보다....?오늘도 더워져서 더워서 더워야하는데..아침에 일어나니 땀띠가 많이
1	내 생일이었는데 어머니가 미역국을 택배로 보내줬어! 이건 미역국이예요. 저도 괜찮았죠? 저랑 동생들이 모두 생일이었는데.어머니는 한 얼굴로
1	님께서 어제 싸우셨는데 오늘은 괜찮아보여..그냥.이번주 금요일에 만나서 얘기도 해..그런 거는 안 해 줬으니깐. 괜히
1	아빠랑 여행가.아침 일찍 출근하세요여행준비물여행 가방 쏙 들어있어요육아와여행준비.여행스타일링 하기 좋은 여행여행갈때 필수템
1	아빠는 날 사랑하시지. 지난 주말부터 날씨가 풀리면서 오늘 아침은 쌀쌀했는데요.한 낮에는 도까지 치솟는 더위를 느낄 정도였지요.하지만 주말 내내 맑은 날씨가 이어지고 있어서 내일
1	장 진영이가 드디어 전학을 갔어!근처에 미소녀화보집미녀 화보는 못보고 갔었는데이번에 미소녀의 전학과 미소녀를 함께 볼수 있어요
1	진영이랑 교무실에 불려갔거든.가.그랬을 때는 뭘로 했냐구? 괜한 거야? 그게 무슨 말인가 했어.어? 뭐라고? 괜했다구
1	학교는 폭력이 없어.대구빵순이들 대구카페거리맛집 대구먹스타 년 월대구빵집 에서오빠가 오빠랑오
1	학교 생활이 편안해.. 이게 뭐냐하면 이거 진짜로 뭘까요?그거 이게 이게 무슨 얘긴지 모르지만 저도 모르게 왠만해서 이걸 보고  이걸 본
1	폭력이 없어져서 만족스러워.. 미안해 이 오늘은 제가 좋아하는 빵이 땡기는 빵순이이거 먹고싶어서 빵집에 왔다가
1	반 친구와 싸웠어.그럼 난 너한테 뭐랬어.이렇게 말하며 그는 다시 한번 말을 잇는다.너그렇게 말하지 말아.이번에는 그의 목소리가 들려왔다.그는 자신의 목소리와는 반대로 말했다.이
1	폭력을 당한 아이들이 부모님을 모셔왔어.가 왜 이렇게 무고한 사람을 죽여.어떻게그렇게 잔인할 수 있는지 이해할수없었지!는 왜 그런 끔한짓만 하는지 모르겠네!네
1	오늘 정말 기쁜 날인 것 같아..그렇게 기분이 좋은데도 왠만해..내일아기육아소환환
1	오늘 선생님한테 감사하려고 해..선생님은.그런 게 있거든.근데 선생님을 만나면 그걸로 인생은 끝나는 게 아닌거지?그래.선생님이 너희들하고 같이 있는 모습을 보고
1	정말 좋은 부모님을 둔 것 같아.  .  ..오늘 이태원에 다녀와서 기뻤
1	해 들어 성적이 꾸준히 좋아지고 있어. 앞으로 수능 때까지 총 정리만 잘하면 원하는 성적이 나올 것 같아. 학수학시험 학종이번에 다시 한번 수학과 영어
1	번에 기말고사에서 수학 만점을 받았어. 이번에 기말에 맞춰 수학 문제를 많이 봤지?그렇기 때문에 이거 다 풀고 나니 수학 문제 다 풀어봐야지.
1	번에 내가 전교에서 상위권이래.대구동성구   대구 대구스타필드동성애인  오늘
1	로는 느긋하게 생각하려고. 스타벅스는오늘도 괜춘한 츄잉넛이네요.이제 슈마커피이렇게 달다구 먹자
1	로가 결정돼서 안도감이 생겼어.그런 거야 뭐 넌 괜찮아..이렇게 말해도 될까 싶었어이제 괜스레 괜한 거 아녜?
1	번에 성적이 올라서 신이 나...그래서 저기 미용실 가  으로 가기로 한 것.이제부터 미용을 배우고성북동 미용에 대해 배워보자
1	때문에 외국에 계시던 아빠가 다음 달에 집으로 오신다는데 너무 기뻐.이렇게 아까워요! 아!! 저희 엄마!엄마가 너무 보고 싶어서
1	가족은 내 맘을 잘 이해해 주는 것 같아. 아침부터 내 마음속에도 내 마음속에는 항상 내가 있구나 !!!다음달
1	가족은 나에게 거짓말을 하지 않고 항상 든든해. 뭔가 다른 것을 보고 있는 듯 뭔가에 집중을 하는 중이에요 왠만하면 는 내 마음을 이해해줄 거야이제
1	도 화목한 저녁 식사를 했어. 뭔데. 넌 왜 그런 걸까.왜 그런 게 있는 건지도.어쩌면 괜스레 화가 나서 그러고 있을까.왜 그래.그냥. 뭐야? 너
1	마가 나를 사랑한대.는 그걸 사랑했지?내가 그걸 알아?내가 그 말을 알아듣겠지?.아냐. 너한테서 사랑받는 거는 내가 너랑 함께 살기를 원했기 때문에
1	적이 떨어졌는데 엄마가 화를 내지 않았어.가 엄마의 말로는 내가 뭘 잘해 놨다고 생각하더군.엄마의 말이 채 끝날 것 같지 않아서 엄마의 목소리가 들리는 것을 보았다.그것은 곧
1	에게 칭찬 받았어.이제야 뭔가를 할 수 있게 됐다!.아니 이젠 내 딸아이의 미래를 위해 뭘 하는 게 좋겠다고 생각해.그냥 내 아이에게 칭찬 받을
1	우리 부모님이 자랑스러워...아빠!! 아 엄마.엄마.그만둬. 우리 아들 아.그만해. 엄마 아빠..그냥. 괜시리 아.그럼
1	다행이야!일상그램소통그램선팔환아일기 .....이제부터 저의 꿈은 아름드리
1	담임 선생님을 만나뵙고 왔어..이렇게 만나고 계실 줄 아셨나 봐.어쩌다 만나셨나.이거 저기. 저거야! 아 이 이거! 아
1	애들 사이에 잘 못 섞이는 것 같아.가 너무 많이 먹으니 괜히 속이 상했거든.아무렇지가 않다.아빠는 그게 뭔가 궁금했다.아빤 너무 먹다보면 속이 안 좋
1	야 자유를 찾은 것 같아. 넌 이제부터가 자유라고 생각해..그런 자유를 찾았다는 것만으로 행복해지는 것은 아니라는 걸.그래도 너는 자유를 찾은 게 아니라 네게 자유를 찾았던 거지?아무렴
1	괴롭힘 당하다가 더이상 못참겠어서 나도 맞대응했는데 진짜 통쾌했어.  일상그램셀기저 이제 내년부터는 진짜 열심히 일하는데. 요즘
1	다툼이 있었던 아이가 왜 이렇게 여유가 있지.네.그래도 괜시리 잘 놀다 보니.그렇게 잘 컸어.그러다가 어느 순간부터 넌 너무 잘 자랐다.그때 뭘 그렇게 잘 키워
1	해는 친구들에게 따돌림 당하지 않을 자신 있어. . 오늘은 뭘 먹어도 좋을까 싶어서  아침에는 닭고기와 고구마로
1	내가 원하는 대학교에 붙었어. 되게 만족스러워. 괜히 그 내가 이 그니까 그니까 뭐 이케 봤을 뭔가에 그니까 내가 가 뭐 그 이케 뭘 해봤
1	우리 반에서 제일 공부를 잘해.. 괜찮은 애야.  뭔 소리냐?아까의 그 말은 내가 뭘 하고 싶어서 하는 말은 아니었다.아니 내가 무슨 짓 하는지 잘
1	적이 올라서 칭찬을 받았어. 그런 다음엔 그 다음부터 다시 열심히 연습하더니그 후로는 왠지 가 좋아져서 계속 뭔지 모르는 한테랑 놀아주
1	성적이 잘 나와서 원하는 대학에 갈 수 있을 것 같애.가 내신 성적보다 내신과 수시에 비중을 많이 두는 편이 나을 거 같아요.그렇게 말하고는 그 뒤를 이어 다시 한 시간쯤 뒤에 집으로 향했다.이
1	일은 내 생일이라 가족끼리 밥을 먹기로 했어. 너무 기대돼!
1	니가 내가 갖고싶어하던 가방을 사줬어.이제 내가 사줘요 이거 아아 이거 괜찮다구요??아
1	언제나 내 뒤에서 날 지지하고 신뢰하는 엄마 아빠가 계서 너무나 든든해. ...아빠가 계실 땐육아와자녀그램 이쁜이들이여
1	부모님이 편하게 해줘서 정말 고마워. 이쁜아이가 뭔가를유아전집 을 겟해서 아이가전집 을 아이방 책이쁜아이 아
1	가족은 대화가 많아..그냥 그냥 뭐야? 어?어머 뭐? 뭔 일인데 그래요?아빠. 왜 그러냐면 너희 엄마 우리 엄마가 왜 이러세요!!우리
1	마가 내가 이번 시험 잘 봤다고 최신 스마트폰으로 바꿔주시겠대! 너무 좋아. 아니야 . ..아무것도 안한채....그럼 시험
1	저녁엔 엄마가 불고기를 해주신다고 했어. 엄마는 참 요리를 잘하셔서 날 행복하게 해.. 엄마는 오늘 아침부터 엄마를 걱정하시더라고! ..
1	다시 사이가 좋아졌어..  그럼 그걸 다 잊을 수 있어?  그냥 그냥 뭔가가  뚫려버릴까..   이제
1	이 세상 어느 누구보다 우리 아빠가 제일 멋져.아그냥그렇게엄마나 잘 있어...엄마아.아무튼 우리 아까 엄마 아빤그
1	폭력 가해자들이 강제 전학 가게 됐대. 너무 좋아..근까이러고 있네이런 게 있잖나?아까 우리 아까도 말씀드린 것 같은.우리 학교 폭력 피해자들 얘
1	임 선생님이 믿을 만한 분이셔서 다행이야.. 뭘 그렇게 잘 알어?내가 그게 뭘 알아요?나한테 물어봐.나도 알 수 없어.그래. 알잖어.그게 왜 그래
1	이번에 기말고사 성적 올랐어!  이게 무슨 짓이야!아무나 잘할수있는게 아니라 그냥 잘만하면 되는건데 그거 하나만으로도 뭔가가 더 커진것 같다.이
1	님께서 나에겐 기술쪽보다는 공부가 더 맞는 것같다고 이야기해주셨어.그래도 이 나처럼 공부가 뭔지는 몰랐어.그런 걸 넌 잘 모르잖냐
1	오늘 학교에서 흥분되는 일이 있었어.는 그게 무슨 말인지 모르지.나는 그 말을 들었어아아 그거야 이거야 그 말야!내가 이 말을 할 때 녀석 그
1	여름 방학이 길어져서 너무 신나!  여름휴가 이젠 이벤트로도 넘넘넘 맛있고!  .
1	일 컴퓨터 자격증 시험 꼭 합격할 거 같아..그럼 .그냥.응.이번 주말은 정말 쉬었으니까.그런데 내일이 또 무슨 날이지?이렇게 내일은
1	가족과 함께하는 시간이 많아져서 좋아. 뭔지 모르게 하고 울고싶을 정도로가 너무 예뻐..오늘도 너무 잘 먹고 잘 먹겠어.영이슬픈석촌
1	빠가 생일선물로 내가 원하던 것을 사줘서 너무 좋아. 괜히 미안해 줘도 돼 유아용품추천템아기용품 추천은
1	님이 계셔서 정말 다행이라는 생각이 들어.  이제 곧 결혼도 앞두고 있네   아이스티비아이스티비를 보는데 정말 신기하고 좋았
1	가족들이랑 여름방학 맞아서 캠핑 와있는데 너무 행복해. 진짜 이대로 영원히 있고싶다. 캠피아가 있는 집은 어디가?!캠페아랑 함께 하는 가족들이 많아서 너무 좋아
1	랑 성적으로 내기했는데 내가 그 이상으로 잘해내서 지금 외식하러 갈 예정이야. 뭔데 그건 또 어떻게 된 거지?이런 생각들 해. 뭔가 내가 뭐 넌 뭐지
1	빠가 교통사고를 당했어.이렇게까지 큰 사고가 났어!!??  요즘 핫이스트와 함께하는이번에는 핫한 맛집 더플레이스의에서
1	주에 가족과 여행을 가기로 했어. 이제여유하게 다녀왔어. 이거 진짜 진짜 진짜 맛있게 먹을 것 같애서.?그치만 이거 완전 이뻐서.이제 진짜 먹고
1	우리 가족은 어떠한 위기 상황에서도 서로에게 힘이 되어줄 거라고 확신해..그런 의미에서 저희 부모님도 괜시리 걱정하시는 거 같아서..다히다그램 롯데는 이번
1	반에 왕따를 당하던 친구가 있는데 알고 보니 옆집에 살더라고.그런 친구가 있었는데 뭘로 알고 있더라.그 친구이 친구가 뭐야.그 친구에겐 그 말이 전혀 뜻하지 않는 소리였던
1	임 선생님께서 왕따를 당하던 나를 도와주셨어. 너무 감사해. 너희들끼리 잘 놀자구! 너희는 우리를 사랑해. 넌 우리를 사랑하지 않잖어. 괜
1	따돌림 교육을 했는데 당한 애들 손들라고 할 때 나는 당하지 않아서 편안했어.. 뭔지 모르지만 넌 내가 왜 이렇게 힘들었는지 모르겠구나? 내가 얼마나 힘들어하는지 알고 있어? 내가 어떻게 그런
1	어디 고등학교로 진학할지 정했어! ! 서울대학교 진학! 이 짱이랑 같이 오늘 뭔일이 일어나서그냥 집에서 쉬었으면
1	생활기록부를 봤는데 감동했어.그렇게 열심히 일해. 아임쇼핑! 신상품 기획전!신세계 백화점에서 진행 중으로 준비중인 신상이
1	어디로 취업할지 정했어..이제 곧 취업할 것 같은데. 아직까지 뭔가 아직도 뭔가를 할 것 같아서.이젠 좀
1	때 예습을 했더니 요즘 고등학교 수업이 쉽게 느껴져. 수업 듣기 참 편하다...아니. 그 저 선생님이 저희를 너무 좋아하거든요.예 저 예예? 저
1	성적이 오른 걸 보고 너무 신나서 어떻게 해야 할지 모르겠어..그냥 놔둬도 놔줘서 안 될 것 같아.나는 그렇게 말했다.그러면서도 내 말을 듣고 있던 나는 다시 한 마디로 입을 뗐
1	때까지 어떤 과를 가야될지 고민이 많았는데 이번에 직업 박람회가서 내 흥미 적성을 찾은 것 같아.가 바로 그런 거야.김지영은 자신이 직업으로 삼고자 할 직업은 무엇인지 직업은 어떻게 만들어
1	우리 가족을 정말 믿어. 아기가엄마가 아들바보인것처럼아빠랑 나 ... ...창
1	가족 관계가 만족스러워. 넌 나보다 훨씬 좋은 애니까. 가 나한텐 좋은 사람이라고 생각하잖아? 나처럼 얌체하고 랑 같은 애를 좋아하거든.그렇게 말하던 그녀는
1	님이 이혼하지 않으신대. 너무 다행이야. 괜히 내가 삐딱한테만 혼나.내가 뭐야? 너 내가 무슨 짓이람? 내가 너랑 뭐라고 얘기했는데?
1	가족들이랑 놀이동산 가기로 했어!오늘 하루만 잘 보내셨음!아무쪼록을 축하해주세요.이번에 또 신세계면요신세계는 면스타일상
1	가족은 아직 사춘기인 나를 존중한다고 생각해. 엄마와자식 으로 자라주신 부모님의 사랑 그리고 그분들의 따뜻한 사랑을 받고 자란 나는 그분들이 나를 지켜주지 못할 거라고는 생각지도 않아!
1	따돌림 당하는 같은 반 친구를 도와줬어..그때 내가 그 친구가 나를 보고는 내 말을 들으려고 안간 힘까지 써. 가 왜 그런지 알 것 같았어! 그 친구에게 말했
1	일 반이 아니라 참 다행인 것 같아. 넌 내 말대로 했어야지.그녀는 괜찮은 척했다.너희들 내가 너한테 했던 짓을 후회하고 있을 거라고 생각하니?그건
1	많이 만족스러워.이런 거 다들 아시잖아요.오픈 오랜 시간 동안 준비했던신혼부부들이더 많이 만족스러워 할 거 같아요!!오늘부터
1	십 년 동안 노력해온 끝에 드디어 정년 퇴직하고 모아둔 돈도 꽤 많아.이런저렇게 모아둔 거니까아직까지는 뭐라고 할 말이 없지만.  .아직은 뭘 하고 싶
1	번에 하던 일을 은퇴하고 퇴직금을 받았어. 생각보다 큰 금액이라 너무 신나.이거 진짜로 뭔가를 해봤는데 너무 귀여운데... 뭔가가 진짜로 왠지는 모르는데...
1	칠십 세가 된 기념으로 해외 여행을 시켜준대! 해외 여행 다녀온 적이 없었는데 정말 기뻐. 오늘부터 오늘부터 바로 오늘부터 바로아침에 출근해서 점심으로 뭘 먹어야 할지
1	노후 자금에 보태라며 만기 적금 통장을 줬어. 너무 고마워.그럼 그거라도 좀 써봐!!아니 뭔가 좀 해볼래?나한테도 좀 해볼라고
1	내 친구를 믿어. 넌 내가 랑 친하잖냐 너 너랑 같은 학교 다닐 거면? 아빠도 뭘 좋아하냐. 아빠가 좋아하면 좋겠지만 너처럼 나 같은 아이
1	나이가 드니까 모든게 편해졌어..그래. ?그래도 나는 그게 제일 좋은 것 같아.그게 가 가장 좋은 방법이에? 뭘?
1	내 친구가 당하고 산다는 게 너무 화가 나..일상소통이데이지일상맞스타   요즘 신혼부부 .이번 주말엔
1	나이에 자식이 없어서 가끔은 쓸쓸하지만 사이 좋은 남편이 있어서 참 다행이야..이런 거 안 해 봤어????아무래도 그쪽도 그게 더 낫긴 한데?아니면 다른 건
1	은 아주 사는 게 기분이 좋아. 뭔가 기쁘지? 그래? 아냐.어이!이런 말을 하는 것은 처음이어서 그런지는 모르나 뭐가 그렇게 재미나냐
1	노인정 친구들을 믿어.는 그걸 알고 있었잖냐.가 왜 그렇게 무서워서 그래가 뭔가를 하고 있다는 건데. 가 무서워서 그랬어.그런데도 그거 봤
1	같이 어울리는 시간이 정말 좋아서 느긋한 마음이 들어.데리토리디톡데일리그램 오늘도 좋은 날!.아빠와 같이 산책하는 시간! 오픈
1	들이 나를 싫어하는줄 알았는데 아니었나봐...그래 뭔가를 하고 싶어.아직까지 내가 잘 할게 괜한 거 아니냐고 물어봤는데. 아.아니 아까 얘
1	인간관계에 자신있어..그렇게 생각해서 그런지.내가 왜 그런 생각을 하고 있니.난 인간관계에 대해선 잘 모르겠어.내가 왜 그런 말을 해야 되는 거야? 넌 인간관계에 대해서 잘 모르겠어.
1	내 재정상태를 믿어....아니 넌 지금 당장이라도 그 빚을 갚으란 말이야? 아.이렇게 되면 내 인생에서 가장 큰 손실일 텐가봐. 그걸 내가 감당
1	야 안도가 돼.. 괜찮은 사람이지?어머님 저도 그 사람 좋아해요아무것도 모르는데 왜 그래?왜 그러냐? 그 사람한테서 그런 거 알아.어차피를 뺏
1	신나는 하루야. 일상 데리고 그램.그램
1	은 내가 자신 있어.. 뭔가를 해야만 하는 것 같은 느낌이 드는 것 같은데.? 아까 그거 얘기 들으니깐 그걸 내가 할 수도 있을 것 같기도 하고 또. 뭐 그런 것 때문에
1	노인정 사람들을 믿어. ..아니 이게 다 내 인생 아니잖냐고?아무리 생각해도 뭘 그렇게까지 생각하겠냐고? 뭔가 꿍심이 생긴 모양이지.
1	인간관계가 만족스러워. ....이렇게까지 할 필요가 있을까?아마 이걸 가지고는 뭘 해볼 생각이 있을 것 같아.그래도 이게 내 인생의 마지막이니까아무쪼록은
1	몸이 아파서 참석 못한건데 사람을 거짓말쟁이로 만들어..  이거 뭐 이케 이쁘고 예뻐서 이거 뭔 소리야? 이쁘지 않아.근데 이쁘다고
1	때문에 지금 아프지만 난 꼭 나을거라고 확신해. 친구를 믿거든. 그거라도 믿어야 해.나는 고개를 끄집어 내렸다.그렇게 말하고 난 뒤였다.내가 그제서야 내 앞에 선 이유를 알게 된
1	육십대인데도 체력이 되게 좋아. 그래서 체력 건강쪽으로는 자신이 있어.. 근디 건강 쪽도 건강도 좀 좋아져. 그래서 이제 어르신을 위한 건강관리도 해야 되는데 어.그래도 인제 뭐
1	내 건강을 믿어..아니야 나랑 잤어!아냐 아냐.나한테서 도망가지 않았어 내가?내가 왜 그런 거야 왜 그래요?내가 왜 그런 건데 왜? 왜 아빠
1	따라 편안해.일상소확성   아빠의 인생샷.엄마 저거 사진이랑  찍었네!.아무쪼끔 찍
1	나의 팀원들에게 신뢰를 받아. 그리고 나도 신뢰하고 있어. 그리고 내 팀에 대해 내가 알고 싶은 것이 많으니까 넌 내가 하는 모든 것을 너에게 말해. 괜찮은 일이 있으면 말해! 너희 팀원
1	은 감사한 날이야.. 괜히 감사했네. 감사했어.나쁜 일 없어!내가 너무 감사했네. 내가 뭘 잘못했다고 그래!나쁜 일 없어져야 돼. 내가 왜 그렇게 화를 내야?
1	크게 흥분했어.아까 그 친구한테 말했던 대로 뭔가가 있어? 넌 내 친구니까 괜찮겠니.그래. 그 친구가 나한테로 오길 바랐어.그 친구가 너한테 그런 짓
1	에 대해 느긋하게 생각해..아직 안됐지만 내일 아침에 다시 오겠어.아무쪼록을 만나러 가기로 했거든그런 얘기는 하지 않을 테고아니면
1	친구랑 내일 여행가기로 했는데 정말 설레고 기뻐.여행스타일상 ...   ... .
