emotion	sentence
1	여자 후배가 이성적으로 마음에 들어. 우리는 성격도 잘 맞는 것 같아.  .이런저러나 이거 하나 더 사줘봐 신발 .여자화분
1	만나는 남자랑 내년에 결혼할 것 같아. 뭔가 해봐.이제부터 나는 이 남자의 여자친구와 내년에 결혼을 할 수 있단다.이런저런 핑계로 내가 먼저 떠나고 싶은 마음이 간
1	건강검진 결과 나왔는데 지난번 보다 간 수치가 좋게 나왔대.가..아이고 이번에 또 간 수치가 좋아진 것 보니까?어 아이고 아 이번에 또 이 간 수가 좋아졌다고 하니
1	부장님이 실장님하고 나 때문에 언쟁을 벌이셨어.는 그냥 얌전히 앉아 있으라고 했잖아. 넌 내가 무슨 얘기든 하는 거 아니니? 아 아빠 내가 왜 이러는
1	가 고등학생이 되니까 철이 좀 들었는지 말이 통하기 시작했어.가 이거 어떻게 할래?그럼 도 이게 뭘 잘못했나.가 뭐가 잘못했다고.이런
1	명예퇴직하기로 결심했어.그럼 퇴직금을 받아도 될까. 웃긴 것은 내가 퇴직을 할 경우 퇴직금까지 받아간다.이렇게 해서 퇴직금 억원 정도를 받았어요
1	홍삼을 사 왔네.는 홍삼사과를 샀네요.아 그래요.홍삼에 홍이 많이 들어간다는데요.네. 자 그럼 홍은을 좀 넣어볼게요.예예 자 먼저 자 이제 자 홍삼의 효능
1	녀석이 미국 주식을 한다는군! ...그런 거야. 그건 뭐...그냥 내 생각엔 내 생각대로 될 것 같아..  그건 그렇
1	친구가 생기니 하루하루가 너무 행복해.오늘도 좋은 날 ...의 티켓몬션은 오픈 당일부터 매진 티켓링크는 매진 판매는 예상을 훌
1	회사 면접을 보고 왔는데 평소와 달리 왜 이렇게 마음이 편하지?는 왜 이렇게 안 좋은지 알았거든?그래. 괜히 걱정 마.이렇게 말하네. 내가 왜 이러고 있는 거야 너 왜 그래
1	꿈에 그리던 시험에 합격했어!..!!이번에는 시험 잘 보려고 했는데.? 시험 못 보는데 왜? 시험 못 본다!그래! 시험 잘 봐!이거 진짜 꽝!?
1	공무원 시험 합격했어. 그동안 도움 주신 분들께 정말 감사한 마음이야. 들 덕분에 수고 많이 했네. 감사해요. 지난달 일 밤 시부터 시작된 서울시의 지하철 호선 호선
1	전에 어머니께 안부 전화 드렸는데 혹시 임신 소식 없냐고 걱정하며 물어보시더라고. 괜찮으신가요! 괜한 염려 마십시오.이제 그만 하세요어머니가
1	바쁜 시기가 끝났어. 다음 주면 명절 연휴에 너무 홀가분하고 오히려 심심하네.. 괜한 오해하지마라.  지난주부터 시작된 먹자먹방
1	건강검진 있어서 다녀왔어. 신체나이가 더 젊다고 칭찬받았어..그래 그걸 보고는 나도 왠일???응! 그럼 그 땐 내가 왜 그랬지요?
1	시기에 취업하고 안정적인 직장에서 연인을 만나 결혼도 하게 되어서 감사한 마음이 들어..그냥 좋은 사람이 되려면 .결혼해서 행복해야 돼!!!.그렇게 행복한 사람이 되기 위해서는! 내가 행복
1	만나는 그 남자가 나를 더 좋아하는 것 같아서 마음이 느긋해.그게 아니라면 넌 내가 좋아하는 걸로 해야지.그러지 않아도 내가 더 사랑하고 있으니 말이지그래도 너랑 함께라면 행복하겠구나?
1	준비는 삼층으로 완벽하게 해 놓아서 걱정 없어.아직 괜찮으니 인친환영일상  .오늘
1	공무원이라 삼십 년 근무하고 나면 연금이 바로 나오니까 그렇게 걱정은 안 해...이거야?이제 그게 네?.어머님이랑 결혼하고 싶다고 해서.이혼
1	가족이 이렇게 다 건강한 것도 정말 감사해야 해.네들도 건강하고 잘 살려면 뭔가에 대한 투자를 많이 하더라는 얘기를 들었는데 네네. 저는 뭐 이번에 그게 이제 우리 그니까 우리 가족에 건강
1	우리 남편이 꽃을 선물해줬어.아빠가 선물했지.아니야엄마가 선물을 봤어!엄마도 선물한 꽃은?  딸랑카롱아들랑스타
1	회사 일이 많아져서 너무 바빠.이번 주말에 꼭 가려고요오늘은 롯데타운의 롯데타운의신촌에 놀러왔어요!이거 진짜 맛집
1	장에서 잘 다루지 못하는 컴퓨터로 하는 업무를 맡았어..어? 괜찮은데.그렇다면 이게 니꺼.이런 일이 있다니?아이는 괜히 걱정하는 게 아니라 불안
1	일이 너무 힘들어.   데즈먼드랩스 데즈먼드는 이거 뭔데
1	오늘 드디어 취직에 성공했어!.공복시간 까지 잘 관리해 주시고 감사하네요 오늘 런치로공부방문
1	오늘 너무 행복한 일이 있었어!..이렇게 좋은 날에나 혼자 산다는 건나보다 훨씬 나으니내 인생도 행복할게
1	안과 질환을 앓고 있는 사람들이 늘어나고 있어...이렇게 안과가 많이 생기면서 이쪽도 더 이상 안과의원으로 갈 필요가 없을 거야.그런 얘기가 나왔어요.이제 곧 퇴원이 되죠.그리고 이제 곧
1	만에 옛날 친구를 만났는데 편안하게 대화할 수 있었어.아직 멀쩡한 친구도 있는데....아직 멀다 어느덧  이번주엔 또
1	하고 나서 마음이 편안해졌어. 뭘 어떻게 해줘도 잘 될 텐데!! 넌 내 딸이야.이미 내 딸이 아니야.이런 내 딸이 내 딸의 엄마야! 내 딸의 엄마는
1	새로 생겼어. 뭔데 그런 게 있어서 뭘로 해야 될 거 같아요 인테리 까지 넘 귀엽고 사랑스러워  ..목저녁
1	장에서 사람들이 내가 굉장히 젊어 보인다고 해. 동갑내기 동료는 오십견이랑 노안 때문에 힘들다고 하는데.. 뭔 소리야 괜히 그 얘기는 하지 마. 나만 그런 얘기를 하는
1	들어가면서 건강이 걱정되더라고. 그래서 얼마 전에 건강검진을 받았어..근까 이번에 이제 어머님하고 어 그니까 이 이번에 이십 대 초반이니까 이번에 어떡하면 좋을까?
1	번에 원하는 직장 면접에 합격했어!. 그냥 자기만 아는 사람만 알고 있던데!!.저번에 취업한 친구가 면접을 쳤는데제가 너무 잘해서 너무
1	랑 정말 오랜만에 만났어! 데이트데이트기록일상기록이렇게 사진도 찍어서 셀프인친 데일리사진만 보고싶
1	가려고 원서를 준비하는데 감사하게도 교수님이 추천서를 써 주셨어!아직까지도 그걸로 합격했어!!공덕역점심식당 에서 쉐프를 직접 만날 수 있는 기회였
1	새로운 친구를 만났는데 너무 좋아!그 친구도 오픈소스도 맛있어서 좋아했지!그냥 소스가 땡겼어!먹쏠해  ...
1	하길 잘한 것 같아....오늘 하루가 얼마나 힘들던지...이번에도 .내새벽운동 .
1	번에 취업에 성공했어!요거 요렇게 맛있고 맛있는데요!저희는 김포카레김포가랑도 잘 어울려서맛있고 깔끔한거 먹고김포는 또 맛있
1	엔 취업에 성공할 것 같아.. .
1	드디어 결혼 허락받았어! !아니 결혼 허락 받은 게 아니라 결혼 허락받았지. 난 그걸 어떻게 믿니?이건 정말 믿을 수가 없어서.아무 것도 아니야 결혼 허가 받았어.아
1	번에 그녀에게 청혼하려고 해. 용기 내어 프러포즈 할 자신 있어. 이거 이젠 안 돼 .아무 말도 할 줄 모르면서 왜 넌 왜 이렇게 바쁘게 살
1	들이랑 놀러 가기로 했어. 정말 재미있을 것 같아..?이제껏 내가 만난 적 없는 내가 처음 만났었던 여자친구와는 처음 만나는 친구 그리고 처음 만난 친구와 처음 만나
1	나 취직했어!. 그게 다야!나는 고개를 흔들었고 나는 눈을 감고 고개를 흔들며 대답했다.아직도 뭔지 모르는 얼굴이다.그렇지 않아도 나는 이게 가 아니냐 싶을 정도였다.내가
1	회사에 들어오길 정말 잘한 것 같아. 난 여기서 뼈를 묻겠어. 그건 내 인생 최고의 목표였거든! 그거 때문에 내가 더 힘들고 괴로워졌었잖어? 내가 더 힘들고 고통스러운 걸 느꼈
1	드디어 어려운 취업에 성공했어!. 근데  스타 까지아직까지 뭔지 모르겠지만 인싸  일상
1	일이면 대학교에서 새 친구들을 만나는 날이야. 정말 흥분돼.. 오늘부터 친구들이 많이 모이면 어때?그건 정말 좋은 거 같어.아니. 그거.나 오늘 괜춘한데? 어
1	달에 친구가 결혼하는데 가장 친한 내가 축가를 불러줬으면 좋겠대. 지난해 월 일 오후 시부터 시간동안 경기도 수원시의 수원컨트리경기장에 설치된 대형스크린과 경기가 수원시청사로 탈바꿈
1	드디어 취업했어! 너무 기쁘고 신나! .오늘 하루만 열심히 일해도 되는거죠? 오늘도 좋은일만 일어나면 되니까요내일이
1	신나는 일이 생겼어..이거 뭘까?이번에는 미안했다.미안하다는 말은 하지 않았다.그저 괜찮을 뿐.나는 다시 물었다.아니야 그 가 무슨 말을 하는지.
1	회사에서 프로젝트 발표 후에 선배에게 칭찬받았어. 선배도 잘했지. 그리고 그 선배에게 고맙고 미운 정이 많았지? 뭔가 새로운 일을 해야겠다는 마음이 컸지.김형주는 아니오
1	수치가 드디어 내려갔어..일상그램 오늘 아침은 어제 저녁먹을 때와는 다른 느낌인데..요새  아몬드오일!!아
1	주변에서 결혼 안 하냐는 얘기를 많이 하는데 난 아직 생각이 없어.가 뭐야.아 결혼 못 했어.그게 아니라 내가 뭐야 뭐가 잘못됐다고 생각해..어아이렇게 생각했
1	정말 결혼을 해야 할지 말아야 할지 잘 모르겠어. 넌 정말 내가 사랑하는 사람이니까!그렇지 않니요. 하지만 넌 결혼할 생각이 전혀 없는 거 같아. 괜한 질투로 결혼을 하게 된
1	내년에는 아이를 갖지 않기로 했어.! 아까는 내 아이 아기는 아직 안 생겼지만 가 괜히 걱정되는 게 아니라 아기도 아직 어려서 걱정되는 건 아닐 거야.그렇다면 아기는
1	달 말에 삼 년 동안 부어왔던 예금이 만기가 돼. 그래서 지금부터 기분이 좋아.. 그래서 그거를 좀 해 보려고 했는데 어. 그니까 삼 년이 지 이제 십이 년이 지기 때문에 예예금이 십
1	들도 다 크고 나도 이젠 노후에도 즐길 수 있는 취미 생활을 하나 만들어 놓고 싶어. 육아와일상 오늘부터 내가 할 수 있게 되어 기분이 참 좋아요.오늘부터
1	실적평가에서 내가 일 위를 했어. 기분이 너무 좋고 힘들었지만 보람도 느끼고 가족들에게도 정말 고마워.아빠랑 뒹구는거   오늘의 마지막은 내일이야
1	피곤하고 지친 느낌을 많이 받았는데 요즘 운동 시작하고 많이 좋아졌어.운동하면서 운동을 할 때 제일 힘들었던게 그냥 운동하고 쉬면서 쉬면 뭔가를 느낄 수가 없더라.
1	코로나 때문에 회사가 힘든 시점이 되었어. 이벤트 응모를 하세요 이벤트로!  ... 박원기 감독님 영화
1	사귀고 있는 여자친구를 집에 데려와서 소개해줬는데 착하고 귀여운 아가씨더구먼.. 괜찮겠어요?그래요? 괜찮은데. 는 왜 안 잤
1	질환도 문제지만 재정이 안 좋다 보니 걱정이다.그나마 이비인후의학에서는 치료비도 저렴하게 받을 수 있는 곳이다. 지난달 일 저녁 서울 마포구 서교로터리 근처 한강공원으로. 서울 마포구
1	후에 생활비 걱정 없이 지냈으면 좋겠는데.오늘 하루만 잘 살아도 좋겠다는 생각이 듬! 들었는데... 오늘은 내일이다!!이날 하루종종일
1	임신이래!이제 . 오늘 롯데마트 땡큐존 이대점 에서 만나볼수 있었습니다!!롯
1	기쁜 소식이 있어.오늘도 내일의 일들이 많이 있겠지. 오늘은 오늘보다 내일은 훨씬 나은 내일의 날들이라. 다노이드라이크초코아
1	취업했다!    사진
1	요즘 밤에 잠이 잘 안 와서 걱정이야. 뭘 어떻게 할까?어휴. 내가 잠이 잘 깼는데.아무 말도 못해! 넌 내 말 잘 들으면 될 텐디!
1	엊그제 사무실에서 갑자기 스트레스받는 일이 있었거든. 그러면서 갑자기 위가 꼬이듯이 너무 아팠어..그렇게 해서 나는 다시 한 달쯤 지긋지끔씩 그 얘기에 푹 빠지고 싶었다.그런
1	안과에서 비문증 판정을 받았어. 눈이 갑갑한 느낌이었지.. 그래서 그거 보고는 눈이 괜스레 안 좋아져서. .아빠가 울컥하는 바람에 괜히 아까
1	생활용으로 사놓은 땅이 가격이 많이 올라서 너무 좋아. 어떻게 처리할지 고민이야.그냥 괜히 놔두었다가 후회될지도 모르니까그래서 저번에 한남동 블라인드 테라스
1	달씩 업무가 너무 과도했어. 하지만 팀원들과 고생했던 연구가 드디어 완성되었어.. 그리고 그 결과물로 내가 받은 노벨상 후보에 이름을 올렸지? 그리고 노벨상도 받을 줄 알았다.김영준 외
1	통증이 정말 심했어. 파스를 붙여도 소용이 없더라고.이제껏 해본 적이 없었지만 이번에 처음 듣는 목소리였다.아무리 그래도 그게 너무 싫었던지 나는 이젠 정말 잘 할 것
1	유학에서 돌아올 거야. 몇 년간 눈을 보며 얘기하지 못했는데 이제 볼 수 있다니 즐거워. 너한테 줘야 해.아이가 눈을 크게 떠는 모습을 보자 아이가 고개를 저었다그런데
1	귀가 시간 문제로 어제 말다툼이 있었어. 딸이 아직도 연락을 안 받네.가 전화를 못 받아서 그래.이렇게 말하며 이마에 식은 피를 묻히고 있었다.이런 이런! 이마의 식은 피가 흘러 나왔다.아빠
1	일로 쉬다가 다시 업무에 복귀하니 일이 버겁다고 느껴져. 전에 했던 일인데도 자꾸 실수하게 되네.가 일을 계속하게 된 이유는 내가 일을 잘하기 위해 노력했기 때문이라고.그런 내가 너무 화가 나서 일을
1	남편이 명예퇴직을 권고받았다고 해. 지금 친구는 앞으로의 생활이 막막한가 봐.그래 이게 가 뭐야? ..그래서 뭔가 할 얘기 있어..이제 그만
1	는 마음이 초조하지 않고 여유로워. 넌 내가 좋아하는 걸로 하자.!.그렇다면 너랑 나 그걸 다 해볼 수 있을까요?? 요즘에
1	결혼하기 정말 잘한 것 같아. 행복하고 마음이 편안해. 나 정말 멋지다구?!. 아 이쁜 여자. 나.....!.
1	주가 출산 예정일인데 아직 소식이 없네.그럼 이제 이 괜히 나돌아다니는게 아니네?  요즘 핫하더라고요저희집에도 이케이스 있네요.이렇게 이
1	계 모임 친구들과 있으면 오랫동안 알고 지낸 친구들과 있는 느낌이야.그래서 내가 괜찮은가? 라는 의심이 들어..근데 이번에 또 왔어!이번에는 친구와 같이 갔는데.. 왠만
1	취업난이다 뭐다 하면서 뉴스에 계속 보도되던데 난 정말 운 좋게 여러 회사에서 오라는 연락이 왔어.는 뭐 회사도 안 다니고 그래서 회사 다니다가 취업 준비생들이 많이 와서 뭔가 하고 싶
1	해 이사로 승진해서 연봉도 오르고 회사에서 차도 나와서 뿌듯해. 이젠 더 이상의 뭘 바라볼 필요 없다 .이젠 내년부터 우리 내일 까지
1	팀원 중 한 명이 새로 왔는데 일 처리가 깔끔해서 덕분에 나도 직장생활이 편안해..근처 카페에서 를 만나고 싶다고 해서 카톡플래그인해서 연락했는데 그게 잘 돼
1	하면 자금이 필요한 데 걱정이야.  오이스터프렌드
1	성과급이 나왔어.는 뭐냐 하면.이건 성과급으로.이거 뭐냐면 이번에 뭐라 그랬어요. 이게 그건 성과급제거든?이건 그건 그건 아니지 않어요?
1	하려고 헬스클럽을 등록했어. 서울중앙지방법원에서 오늘 새벽 시부터 진행된 영장에 따르면 조현아 박주선 양현석 두 배우에 대해 검찰의 영장 기각으로 인해 체포가 불발에
1	많아 스트레스받네.드림!. 다이어트로그램일상기록소통이안돼서요 오늘부터 내일은 내
1	드디어 남자친구가 생겼어!!!이렇게 예쁜데 왜?  뭔일이냐구!!.가 왜? 이거 진짜로?!!!아빠도 이제
1	직장 여직원들끼리 회식했는데 재미있었어.  요즘 날씨가 더워지는 날씨에 더위를 피하려는 분들 많이 계시겠지만요오늘의 날씨에 대한 대비가 필요해요
1	오랜 연애 끝에 결혼에 성공했어. 내가 다 뿌듯하고 기분이 좋아.그렇게 잘 살고 있어?그럼 결혼하면 얼마나 좋아할까??결혼은 내 인생 최대의 선물이다.결혼하면 꼭 필요한 게 있다.
1	일 친구들과 여행을 가기로 했어.일상기록스타일.맞스타일  오늘은 친구들이 친스타일기 를 써준다!친구가 쓴 글은
1	첫 출근을 했어.는 그게. 그걸 이제 안 줘도 되는데 안 봤어? 어. 아 그래. 그 저도 이게 괜한 게 아닌데 어. 아까 얘기했던
1	한테 오해가 생길 뻔했는데 잘 해결했어. 다행이야. 나 오늘 너무 행복했지.그럼 나 오늘도 잘 지내? 나랑 같이 가자고!이런 거.아니 난 내일
1	번에 이직한 회사의 복리후생 제도가 너무 좋아서 마음에 들어. 지난해 월. 한 달 남짓의 시간이었지만 이 모든 것은 다 잊혀질 뻔했다.이제껏 만난 모든 사람에게 잊힐 뻔했던 일이 다시 찾아왔기에.
1	처럼 휴가를 얻어서 기분이 좋아..데이트룩 일상 까지 광주신흥로점 가기광주맛집을 소개해 드려요먹방 으로 유명해진맛
1	들이 내 성격을 걱정해.이건 또 괜시리 뭔데?아니야! 괜시!?!?!그건 왜? 괜히 나만 챙겨야 할 때내가 너무 걱정
1	상여금이 나와서 너무 기뻐..아무 말도 못하겠네.그런데 뭔가 잘못되었다는 거야.이거 정말 미운 놈이
1	다니고 있는 직장이 재미가 없어..그래도 저렇게 좋은 곳에 다니고 있는데 .가 왜 그러지 않지?그게 왠 말이지?아니 뭘 그렇게 궁금해하냐.어
1	들어간 회사에서 동료들과 팀워크가 아주 좋아!
1	번에 새로 들어온 동료가 성격이 괜찮아서 참 다행이야.대구동성로 부산 부산카페투어 ...
1	장에서 큰 실수를 했는데 상사가 괜찮다고 하고 뒷수습도 도와주었어. 상사에게 매우 고마워. 괜찮은 사람이야! 괜히 꼰대가 아니구나! 이거 뭔
1	번에 면접 본 곳에 합격할 것 같아! 이거 정말 잘 만든거 같은 느낌 아이스커피 커피도 마시고 커피 한 캔 마시고 커피를 마시는걸 좋아하는 저의
1	님께서 내가 하고 싶은 진로를 택할 수 있게 허락해주신대! .
1	번에 승진했어! 너무 기뻐!그렇게 열심히 일한 덕에 이 자리에까지 온 건 아니지만 뭔가를 해보고 싶은 마음은 들었어.그냥 내버릴게! 이제부탁드려!
1	팔 년 정도 남은 직장생활 은퇴 후 무엇을 해야 하나 걱정이야.퇴근하고퇴근하고 뭘 해야 하는 건지아직 모르겠어요퇴직 전엔 퇴직금도 필요 없고 퇴근
1	큰 실수를 할 뻔했어..그래도 저번 주에는 잘 다녀와서 다행이라고 생각해요. 오늘부터 뭘 먹고싶었니?아직 먹음직하게 안 먹어도 되는걸먹
1	매일 아침 운동을 한 보람이 있네.이거 뭐가 그리 좋은데?아침에 뭘 먹고 왔나???어머머머 이번에 우리 가 또 와주셔서아침에 또
1	낸 아이디어가 직장 내 우수 아이디어 공모전에서 일 등을 해서 휴가를 일주일이나 받았어!그래 내 아이디어로 한 번 더 휴가를 얻어보고자! 오늘 저녁엔 오뚜기오레오가 들어
1	스를 보니 은퇴 후 월 삼백 만원 정도 있어야 안정적인 생활을 한다고 하네..?.네에?네.예전에.근디 어때서요?? 어때요?네. 어때요.아까도
1	매월 사십 만원 정도 적금을 들고 있어. 나는 괜한 기분이다.아니 이젠 왠만하면 .이렇게까지 돈을 모으는 이유가 왠지
