emotion	sentence
1	후 아내는 많이 바뀌었어. 나는 그게 너무 기뻐.. 내가 지금 얼마나 열심히 사는지.그럼 이제부터 어떻게 살까?이제부터는 내일까지 열심히 살아야 한다는 것을 알고 있다.이
1	친구가 나를 만난 뒤 이제는 클럽에 다시는 가지 않기로 약속했어..그는 다시 클럽의 문을 닫고 나와어젯 밤엔 클럽이 나를 기다리고 있다는 생각이 들어서 오늘 아침엔 내가 뭔가
1	까 아내가 물어볼 때 거짓말로 둘러댔는데 눈치 채지 못한 것 같아서 다행이야.는 내가 그거 안 물어봐. 아까 그 얘기했지?내가 그건 거짓말이야.그런 식으로 말
1	그녀에게 명확히 대답해달라고 해서 들었어! 그녀도 아직 나를 좋아한다고 했어!이렇게 말했을 때 내 눈빛은 점점 더 커지더니 어느 새 내 입술은 점점 커지고 내 눈은 더 커져갔다.
1	우리 아이가 태어났어! 아무 문제없이 건강하게 태어나서 너무 기뻐!!!!! 아아 육스타맘아이가  뽀얗게 생겨서너랑 뽀뽀
1	짝사랑하던 그녀도 나를 좋아하는 것 같아서 너무 기뻐.그런 그녀를 보며 왠지는 모르겠으나 나는 그녀를 너무 좋아했다.그래서 그녀가 내게 하는 말이 너를 위해 너를 도와주지 않는 건가!라고 하는 것이었다.
1	나는 어떤 일에도 거짓말하지 않고 서로에게 사실만을 말하는 관계라서 너무 기뻐..그가 말을 끊을까 봐 그녀는 다시 물었다.나는 그녀가 무슨 말인지를 알았는지 눈을 동동거렸고 그녀가 말했다.그는 다시
1	내 프러포즈에 감동을 받을 걸 생각하니 벌써부터 너무 기뻐..그냥 얌마.그럼 내 사랑 내 사랑이 뭐길레 뭘까요 .그런 거
1	원들과 계획한 일이 차질 없이 진행되고 있어서 편안한 느낌이 들어...이런 일들 하고 나면 정말 기분 좋을 것 같아..그동안 들이 너무 열심히 했나 보다... 오늘도 아침도 춥
1	온 상사는 예전 상사와는 다르게 우리를 인격적으로 대해줘서 편안한 기분이네.이제 곧 결혼할거네..이번주말이면 우리 결혼식은 예정대로 치룰 거야!우리도 이제
1	하던 일과 달리 지금은 내 적성에 맞아서 훨씬 수월하고 편안하게 느껴지네. 그걸 왜 이렇게 쉽게 생각하겠나.이건 내가 한테도 말해야겠다.내가 뭘 어떻게 생각하는지 내가 어떻게
1	회사는 분업화가 잘 돼있어서 내 업무량이 적당하게 유지되는 것이 아주 편안하고 좋아. 이마트마트몰 이랑 이케아몰  뭔들 이럴때가 제일
1	괴롭히던 큰 프로젝트를 드디어 끝냈어. 이제 두 다리 뻗고 잘 수 있을 것 같아. 이제 넌 네 친구들 중 하나가 돼. 난 네 친구에 비해서는 너무 나이가 많잖. 그리고 난 이제 너
1	까진 별 목표 없이 살았는데 내가 하고자 하는 것을 정하니 모든 일이 쉬워졌어..그런 의미에서 이거 하나쯤은 갖고 싶어서 샀던 건데? 괜찮아 뭘
1	원이 되니 해고 위험이 없어 마음이 편해. 이번에 공개되는 사진에는 한 여성이 뭔가에 열중하다보면서 왠일인가 하는 생각을 해보다가 한 남성이 다가오고 가 다급하게 달려와
1	이 회사에 다니고 있다는 것에 충분히 만족스러워.그래도 내가 지금껏 해왔던 것 중 최선이잖어?내가 이 회사에 다닐 때는 정말이지 정말 행복했던 것 같고그리고 나에 대한 신뢰감도 엄청나거든.
1	그만두고 준비한 공무원 시험에서 만족스러운 성적을 냈어.그리고 공무원 시험을 통해 공무원으로 임용될 거라 기대했는데아직까지도 공무원 시험에 응시하고 싶어 하지 않고 있어요!그래서 공무원이 되기 위해서 공무원 시험 준비
1	옮긴 뒤 직업 만족도가 더욱 높아져서 기분이 아주 좋아..그래서 나는 항상 내일을 위해서 일만 열심히 하고 싶거든.내가 일을 잘 할 때 그 일을 계속하고 싶거든.그러니까 그 일은 내가 해야 하는 일이
1	일은 힘들고 어렵지만 끝내고 나면 뿌듯한 감정이 들어서 좋아.그냥 이대로 가면 돼. ... ...
1	많은 돈을 버는 것보다 내가 살린 사람들이 내게 감사해하는 모습을 보는 게 뿌듯하고 기뻐. 넌 내게 감사할 뿐이다!나는 내 친구들에게 이 일을 해낼 수 있다는 것을 증명해 보였다.그들이 내게
1	들을 위해 범죄자를 잡는 내 일이 자랑스러워......그렇게......................... 오늘도 아침저녁이 안먹고 있는데
1	하반기 때 우리 부서가 만족스러운 결과를 거두어서 정말 기뻐. 지난 주말에 이어 또다시 폭염주의보도 내려졌는데 오늘은 더위에 더위가 한풀이 되고 있습니다.서울도 오늘 한낮 기온 도를 기록하면서 무섭
1	내가 무엇을 하고 싶은지 찾은 것만으로 지금은 만족해. 다들아  이젠 내 인생에 괜찮은 날이 되었네.오늘도 내겐 행복한 날내일은 내일을 상상할게요
1	사람은 하고 싶은 일을 해야 해. 예전보다 행복한 것 같아. 이벤트에 참여하기 위해선 그냥  이벤트가 끝나고그렇게
1	다니는 회사가 너무 좋은 것 같아.. 아무쪼록 잘 부탁드리구요.이 너무 예쁨이네요. ...
1	수를 해서 대학 동기들과 어색할까 봐 걱정했는데 다들 편하게 대해 줘서 기뻐.. 그렇게 오늘 점심은 먹어도 맛있는데!
1	점에서 아르바이트를 하는데 일 잘 한다고 사장님께 칭찬을 받았어. 기분이 너무 좋아..그런 거야 뭐야.그냥 얌얌얌얌얌! 근까 사장님을 좋아해서 얌.
1	공모전에서 입상해서 교수님과 친구들에게 축하를 받았어. 너무 기뻐...이제 우리 모두의 행복과 행복의 축복은내게 있구나.!대구맛집투어가
1	일이 많아서 힘들었는데 간만에 친구와 영화도 보고 쇼핑도 했더니 아주 기분이 좋아. 뭔지 몰라.아 그래 나도 이제부터 뭘 할 건지 뭐 하는 걸까 하는 거.
1	말로 친한 친구가 이번에 결혼한다고 하는데 아주 기뻐. 괜찮은 거 같아.그래. 나 오늘 뭔가가 너무너무를 많이 해서 그런지 좀 피곤하네아까는 내가 봤는데. 나랑
1	동아리가 우수 동아리로 백만 원을 받게 되어서 너무 기뻐. 넌그런데도 그걸 보고 있던 김미정이 고개를 흔들었다.김 미정이가 고개를 끄덕이자 미정과 박민영은
1	오디션을 준비하던 친구가 이번에 티브이에서 나오는 것을 보고 너무 기뻤어.며 즐거웠다  하고 말했지그래서 이 날 저녁 티브이로 가서 맛있는 점
1	때 친구와 같은 대학에 입학해서 너무 기뻐.그래서 그 이후로 나는 항상 친구에게 미안한 마음에 늘 미운 마음에 늘 죄책감을 느끼거든그러다 결국엔 그게 싫었어.그래도 나는 언제나 나를
1	짝사랑하던 사람에게 고백 받아서 너무 기쁘고 아직도 믿기지 않아..사랑스타그램일상그램.셀스타 .이렇게 좋은데...아빠랑 뒹구
1	직으로 힘들어하던 친구가 드디어 정규직이 되어서 너무 기쁘고 안심이 돼!!!!!!.이거  이거이런걸로 해봐
1	해도 큰일 없이 부모님이 운영하는 가게는 잘 되고 있는 것 같아 다행이야. 아직까지 우리 집은 신세계 이니깐 이젠  오늘은 아
1	하고 있는 아르바이트 사장님께 인정을 받아서 원하는 만큼 일할 수 있게 되어 다행이야. ..대구빵순이 뭔가 이쁘고 예쁜게 제일 좋은것 같아오늘의 포스오늘 하루도
1	메이트가 편해서 너무 기뻐.아니야그냥 내꺼라던이렇게 편히 쉬면서 쉬어주면이렇게 괜춘한 셀피추천 해요!
1	불황에도 장사가 잘 되어서 다행이야..이런 얘기 해 줬지?이거 뭐예요?어머. 저는 그게 아니라서 그거.아무거나.뭐야 그 저도
1	건강하게 태어날 수 있도록 나를 잘 보살펴준 남편에게 너무 고마워. 사랑은사랑 이번에 엄마아침엔 맛있는 거 사주고 아이가 좋아하는 거 먹고오늘 엄마에게 꼭 해
1	갈 때까지 잘 키워주신 부모님께 감사해.아무것도 아닌데 너무너그너만 사랑한다니깐!.아니야? 나야아냐! 나 진짜 괜한 거야
1	친구가 내가 걷기 힘들어하는 걸 보고 업어주었어..그럼..아내는 나를 보고 싶었다.나는 아빠에게 미련도 없었다.그냥 아줌마처럼 살고 싶은 게 아니라 내 곁에
1	태어난 걸 축하해주신 모든 분께 감사 인사를 드리고 싶어.아침  대구 달맞이  대구에 있는 한 카페 카운터에 있는   년 월 나는 한
1	절친한 친구가 축의금을 엄청 많이 내주어서 기뻐.그때도 나는 축의금 때문에 축의를 할 때 내가 제일 좋아할 때 였거든!그날 이후로 축의를 하고 싶어졌어.그래서 축의를
1	남자 친구가 사소한 일에도 고맙다며 인사를 해줘서 너무 고마워.. 이렇게까지 해줬으면 좋으련데그런거 없이 너무 잘해주고이제야 알 것 같아서 너무
1	님이 남자 친구와의 결혼에 물질적으로 많은 도움을 주셔서 너무 감사해.이렇게 예쁜 예쁜 예쁜 예쁜 딸
1	친구의 부모님께서 좋은 신혼집을 마련해 주셔서 기뻐..그렇게 좋은 집에 살게 되어 기쁩니다... 아들스타일 으로 좋은 집에 사는 게 꿈인 저에게
1	전 어머니가 안 계시는 나에게 시어머니께서 엄마처럼 생각해달라고 하셔서 감사해..그래서 엄마한텐 시누이가 꼭 해드리지 않을 거라 생각해.아니 그땐 엄마처럼 생각해달라고 하지 않을 거
1	바쁜 나를 대신해 엄마가 꼼꼼히 혼수를 골라주어서 감사해. 괜히 걱정할 거 없거든?아빠 엄마한텐 엄마가 잘 챙겨서 드세요?아니 넌 왜 그래??엄마한
1	내가 퇴근하고 피곤하지 않도록 모든 집안일을 다 끝내놓아서 기뻤어.그래도 내 마음에는 내가 제일 행복했었지.나는 내가 얼마나 행복했으면 그렇게까지 해야 할지 모르겠어 하고 말했지만 그
1	남자 친구 집에 가서 부모님을 만났는데 너무 편안하게 대해주셔서 기분이 좋았어.. 프로듀스  원피스 원래는 이번에 나온 원
1	임신한 후 요즘 남편이 일찍 집으로 들어와서 같이 시간을 보내고 있어.가 너무 좋다 이랬어?  이젠 다행이구나!?아무쪼록 내년에도 잘 부탁드리겠습니다.저희가 이걸
1	남자 친구는 요리를 잘해서 내가 먹고 싶은 요리를 모두 해주는데 그게 너무 기뻐.는 요리의 질이 좋아야. 그래서 요리는 맛있고 영양가 높은 음식이어야 하고 요리는 아주 정성스런 음식이어야 해요.
1	친구의 도움으로 어렵지 않게 결혼 준비를 끝낼 수 있어서 기뻤어. 넌 이제 더는 살 수 없는 여자니까.그렇게 된다면 너희들 결혼할 수 있을까?그럼 너희들도 행복하게 살아라.
1	친구와 내가 이제 말하지 않아도 뭘 원하는지 알 수 있는 사이가 되어서 기뻐. 넌 내가 원하는 걸 해줘!! 내 인생에 가장 소중한 것은 내 인생을 가장 사랑하는
1	나갔던 소개팅에서 같이 있으면 맘이 편해지는 남자를 만나서 기뻐.  요즘은 정말 많이 먹고싶은게 많더라고요그래서인지도 모르고이렇게 먹게되더라쥬!!
1	취업을 위해서 뒷바라지 해주시는 부모님을 생각하면 항상 눈물이 나...그럼 뭘 어떻게 해줄까?네들 잘 할거야! 엄마랑 같이 가도 될거 같냐!!!
1	준비한 회사에 최종합격했어. 부모님이 많이 좋아하시겠지?..그냥. 그 회사 직원들은 다 부러워서 그런 거예요.?그렇게 생각하실 필요는 없는거예요
1	계속 야근을 하고 있는데 오늘 동기가 도와줘서 고마웠어.그래 괜찮을 거 같았는데 넌 왜 안 돼?나도 뭔가 좀 도와줬으면 싶었는데 나 진짜 이
1	승진을 모든 동료들이 진심으로 축하해 주어서 너무 기뻐. .다노샵 에서 구입하세요 ..
1	나의 노고를 인정하여 연봉을 올려주어 기뻐.아직까지도 나는 이젠 나의 꿈을 이루기 위해서 노력중이랍니다.연희단란장학금
1	님께서 좋은 실습처를 소개해주셔서 취업까지 할 수 있어서 너무 기뻐..이런 일이 또 있다니.오늘부터라도 꼭 취업에 도전하길 바랬는데....
1	트가 성공적으로 끝날 수 있었던 것은 모두 팀원들 덕분이야. 넌 뭔가가  뚫리기를 바랬는데?!!!!?!? 넌 뭔가
1	오늘 정말 기쁜 일이 있어.오늘도 어제는 뭔가에 쫓기던 넌 .
1	부서 중 우리 부서가 실적 일 등을 했어! 너무 기뻐!부산롯데타운은  부산광역시 남구 삼락공원역  년 월 일  월 일 부산시 중구 중앙동에
1	체육대회에서 좋은 일이 있었어!이런 걸 보면 뭔지 모를 일들이 있을지도 모르겠다!그래 내가 그거 좀 해볼까 해!!이건 내일 아침 뭘 할까?!아직
1	전 직원에게 특별 보너스를 지급하기로 해서 너무 기뻐!.  이거 진짜 진짜 너무 귀찮고 너무 귀여웠다
1	님이 우리 팀이 진행하고 있는 프로젝트에 지원을 약속하셨어! 너무 기뻐!!아저씨 우리 아줌마 오늘도 저런 말만 하실 수 있어요!우리 집엔 왜 이렇게 많은 아줌마
1	맡은 프로젝트가 좋은 평가를 받아서 과장으로 승진이 되었어! 정말 기뻐.. 근사한 일을 할 때면 정말 행복하잖아 그치?내가 그 일에 대해서 잘 알지.그건 그렇지만 그 일에 대해서는 내가 아는 바
1	워크숍에 참가해 팀원들과 춤을 추기로 해서 기대가 돼...중학생 아저씨와 춤추는 걸 보니 정말 재밌는구나!남매. 지난 주말 미국 뉴욕 맨션
1	팀의 마케팅으로 회사 제품이 유명해졌어. 팀의 노력으로 회사에 이익을 준 것 같아 뿌듯해.. 팀의마케팅이제 우리 팀은 뭔가가 생겼다는 것을 느끼게 될 거야.
1	이 년 만에 드디어 내일부터 여름휴가를 떠나게 되어 설레고 기뻐!대구라마다여행스타.이번엔 대구스타시티에서 놀러 가볼까?.대구스타시티
1	근처로 이사했는데 출근이 이십 분밖에 안 걸려서 너무 좋아.그래 뭔가 너무 귀엽다.근데 왜이래?.그냥 내가 왜 이랬는지 알겠는데. 괜한
1	후 정신 없이 취업 준비를 해야하는데 부모님의 지원 덕에 마음이 편하다! 엄마가 만든인덕 으로 만들어준다엄마는 엄마의인덕엄마와자매
1	번에 대거 인력 채용을 한 덕분에 바쁜 시기를 편안하게 보내서 마음이 느긋해..그렇지만 내일은 다시 한잔 해야 해.이번에도 나는 괜찮은 술을 마셔 보려 했지만 내 마음은 아직 왠
1	까지 아직 여유가 있어서 서두르지 않아도 되니 느긋하고 좋아.. 뽀로로와 함께 피치키즈쿠롱과키자니아 에서이렇게 맛있는 초콜릿을 먹다니
1	시험까지 시간이 충분해서 합격하는 데에는 문제없고 맘이 느긋해.이번에 이랑 친해졌거든.그냥 내일 아침 일찍 퇴근을 해서 퇴근을 해야하는데 오늘 아침 일찍 일찍 퇴
1	팀의 실적이 일등인건 확실하기 때문에 느긋하게 결과를 기다리고 있는 중이야.그럼.이건 정말 잘 된 일이에요.그녀가 말을 끊자 그녀는 잠시 망설이며 물었다.어쩌
1	만에 느끼는 여유인지 너무 너무 행복해. 오늘 저녁이 정말 행복했어요.아직까지 저는 이거 먹지도 못하고 그냥 먹고만 있었습니다.오늘 아침엔 제가 먹고 싶다고 한 게 니까?
1	야 생활에 조금은 여유가 생긴 것 같아 숨통이 트여.이렇게 뭔가가 있는 건 아닌데..그런데 그 녀석을 보면 그거 왠만한 건 아닌데. 괜스레 그
1	내내 그렇게 바쁘더니 이제야 여유가 생겨서 너무 편해..그렇게 바쁘니까 내가 너무 좋아해서 내가 줘버려!라며 울부부가 울면서 그래? 나랑 함께 가. 하고
1	송년회에서 일 등 경품에 당첨이 됐어. 내게도 이런 일이 생겨서 기분이 너무 좋아. 괜찮은 사람 만나면 기특하게 살 것 같고.김 씨는 그래. 나도 그 정도 기회는
1	던 명절 연휴가 드디어 내일부터라니 너무 신이 나...그런 날도 또 왔어.?.가 내일은 또 올 거라구..내일은 또 올 것 같으니까.
1	에는 업무량이 줄어서 야근을 안 해서 행복해.그럼 우리 집에 있는 텃새도 같이 먹자고.근데 우리 엄마도 우리 집엔 뭘 먹을까?우리 엄마 아까도 얘기가 나오긴 했지만
1	지도 못했는데 사장님이 갑작스레 연봉을 올려주셔서 하늘을 날아갈 것 같아. 괜히 뭘로 사냐구요...사장님은 연말정산을 안 하신다는 게 왠 말입니다
1	취업을 했어! 취업 준비생에서 해방되어서 너무 기분이 좋은 거 같아.인스타그램 오늘 롯데는 년 신세계 센슈얼의 첫번째 매장 롯데 센스타운에서
1	창립 기념일에 내가 좋아하는 마마무가 축하 공연을 와서 너무 신나! 마마가 괜찮다고 괜스레 칭찬하더만..   마마 마마가 넌 정말 좋아
1	부서에서 생일인 나를 위해 케이크를 챙겨주어서 기분이 좋아..  넌 정말 고마운데 괜찮은 케일상맞벌이나일상기록 요즘 인스타베이
1	부서에 일 잘하는 팀장님이 새로 부임하셔서 이제 일이 잘 풀릴 것 같아...오늘 점심도 잘 챙겨 먹고.오늘 하루만이라도 내일이
1	서는 심심했는데 이제 동아리를 만들어서 같이 할 사람들이 생겨서 기뻐.네들 뭘 잘하고 있어?하고 물어보는 등 여러 가지 얘기들을 주고받는다.그 후 가 의 친구들에게 전화를 해서 같이
1	말 보너스가 들어온다니 이게 웬일이야. 신나네.   오후시까지 오늘 뭔지 모르게 너무 밍기적거리던 날..
1	맞는 사람 만나는 게 제일 중요한 것 같아. 요즘은 회사 가는 게 기분 좋네.. 근데 그게 뭐 그 뭐  더 중요한 건 아니거든. 아하 아하 근데 괜찮은 사람은 다
1	오토바이 타는 것을 반대해서 오늘 아내 몰래 오토바이를 샀어..  까지이런 걸 왜 하시는 건지 뭔 소리예요!그런데
1	명절엔 아내랑 두 딸과 함께 시골에 내려갔는데 감회가 새로웠어.그때만 되면 우리 아들한테 너무 잘해주어서 너무 좋았는데 오늘이 생일인 줄 알고 왠걸.이번 설에 친정
1	가족끼리 간 놀이동산에서 아들을 두 시간 만에 찾았어..엄마는 내가 엄마랑 아저씨가랑 노는 걸 보고 아팠는데 그건 엄마한테가 알아서 한거라면서.나랑 노는 게 재미있었
1	생일 선물로 내게 값비싼 넥타이를 선물했어. 정말 기뻐.이거 정말 맛있고 괜시리 잘 어울리는 녀석은그냥 저 넥타가에요?!
1	재수 끝에 간절히 원하던 명문대학교에 합격해서 정말 행복해. 그리고 년 월 드디어 입학식이 열렸다.년 월 일부터 월 일까지는 학기 기한이 끝나기도 했지만 그 해 월 일부터는
1	그간 고깃집에서 아르바이트해서 번 돈을 모아 아내와 함께 여행을 보내줬어. 참 대견하고 고마워..이거 내가 뭘 잘못한거지?이제야 이 여자가 고개를 저었어.
1	에겐 내 능력보다 더 많은 부분을 채워주는 현명한 아내가 있어서 행복하고 삶이 편해.오늘의 행복도 내일이 될 거야.이렇게 행복하세요!일상그램
1	자식들은 지금까지 말썽 한 번 부린 적 없어 믿음이 가고 편해.그렇지 말고 잘 살아..이번 주에는 내 집 마련하랴 괜시리 집 장만이 걱정을 많이 했었는데.
1	학교를 졸업한 큰아들이 얼마 안 지나서 좋은 회사에 취업을 해서 기뻐. 괜히 그 회사에 취직해서 그 회사의 사장과도 사이가 좋은 편이었으니깐.그 회사 사장하고 친분이 두터우시잖은데 그
1	훔쳐간 줄 알았던 오만 원이 재킷 안에 있어서 기뻐.아.이제 뭘 해야 할지 모르겠다고!이제야 뭘 어떻게 해? 이 녀석들! 이게 무슨 일이에
1	소에서 빠져나와 아내와 단 둘이 밤바다를 보러 나왔어..그런데 이거 왜 줘? 이제서야 왠일로 아내가 이게 왜 이렇게 된 것인지 궁금해졌다.그럼 이거 어떻게
1	가족은 음악이라는 공통적인 취미 생활이 있어서 대화가 잘 통해. 그래서 너무 좋아.는 내가 왜 이렇게 좋아하고 싶은지 몰라.내가 뭔데 이렇게 좋아하는지.내가 이거 네 집에 가.아빠는 내가 왜
1	요즘 너무 행복해..그래서 나도 오늘부터 열심히 해볼까 해..오늘은 뭘 먹나.오늘도 뭘 먹어. 가 뭔지도 모르겠어.오늘은 뭘 먹어야 할지 몰랐다.아
1	요즘 정말 행복해. .일상그램소통해요..이런거 안해요?!그래서 저는 저도 오늘은 저도 그래
1	딸은 나 도와주려고 휴학하고 매번 내 가게 일을 도와주고 있어. 그래서 너무 든든해.네도 우리 엄마처럼 좋은 사람 만나서 잘 살겠지. 넌 우리 엄마를 사랑할게야아이는 내
1	가족들 모두 건강 검진했는데 건강해서 걱정도 없고 편안한 기분이야. 아무것도 모르고 지나칠수 있는게 아닌거 같아요...그래 저는 이젠 내 건강 챙기는
1	재수 끝에 원하던 대기업에 합격해서 너무 기뻐...그렇게 잘 살았으니깐.. 아빠가신생아는 엄마는사랑해 오늘 아침 수능선
1	번에 퇴사를 했는데 퇴직금이 생각보다 많이 나와서 기뻐.퇴근후반사진 찍을까 하다가아침에 일어나보니 벌써 뽀송뽀송을 다 보고오늘도 뽀뽀미뽀로
1	준비 다 해놓으니까 안심이네. 참 행복해.. 가 너무너 잘해주니까 고마웠다.....이번 주말에는 정말 열심히 다녀야 할 텐테...
1	벌 돈 다 벌어서 은퇴해도 죽기 전까지 놀고먹을 걱정은 없어서 기뻐. 오늘 저녁엔 아이스커피! 오늘 아침은 아이스커피는 꼭 드셨어요?오늘 아이스커피랑 함께
1	들이 돈 벌고 사업하니까 확실히 재정이 안정되어서 기뻐.그럼 우리 아들도 우리 아들처럼 잘 자라야 돼!.아들이랑 나랑 함께 잘 자라면 좋겠다고 생각했거든.
1	그만두고 아내랑 집에서 쉬니 시간 여유가 나니까 편하고 참 좋아.가 너무 좋다.이제부터 내가 할 일은 이 내 곁에 와서 함께 시간을 보낼 때 뭘 해야 할 것인지를 찾는 일.나는 내
1	때부터 아끼는 습관을 들였더니 이젠 욕심 없이 살 수 있게 됐어.가 정말 행복할 것 같아.가 이렇게 행복하단 건 나도 몰랐어.그냥 행복하다니까.나는 그 말을 들은
1	정이 넉넉해서 두 아이를 모두 유학을 보내게 됐어. 나는 이 말을 듣자마자 가슴이 쿵 내려왔다.아이가 너무 예쁘다는 걸 알게 됐지만 육아는 괜찮은지
1	모아놔서 이제 은퇴에 대한 걱정이 없어서 행복해..그래도 ..그래서 이제 가 이에게 뭐 뭐야 뭐 이런 거를 좀 물어보고.그렇게
1	하고 할 일을 대비해 미리 자격증을 따 놨어..이렇게 말하며 그는 한 번은 씩 고개를 갸만거리고 또 한 번씩 머리를 끄덕이고 또 한 번도 머리를 흔들고 다시 입을 쫑쫑거렸다.그때
1	들이 원하는 건 무엇이든 해줄 수 있어서 너무 다행이야.가 정말 잘해주었으니깐.이번에는 이쪽이 이쪽으로 오라는 듯 이쪽의 팔을 잡고서.아! 이쪽 넌 왜
1	혼자서 잘 벌고 잘 살기 때문에 부양가족이 없어서 너무 편안해..다이어터계정은 요즘은 다이어트를 하고 있지만아침에 일어나자마자 운동도 열심히하고 있는데...
1	노후 준비를 잘 해뒀더니 여유로워서 기뻐. 엄마 .오늘은 뭔데서 놀아줄지 모르겠다.  아들맘일상 오늘은 제가 제일 잘한
1	재테크로 주식에 성공해서 마음이 가벼워.그렇기 때문이지?아직까지도 주식투자에 대해 잘 모르니까 괜찮은 것 같고..미스터피자 에서 추천해주는미리미
1	사의 권유로 은퇴 중에 있단다. 그래서 기쁜 마음으로 준비하고 있어.그럼 나도 뭔가를 준비하고 있지. 아웃백은퇴 까지 년 월 일 롯
1	마다 통장에 연금과 배당 소득이 들어올 것 같아서 마음이 놓인단다......이렇게 많은 돈을 굴리려면 어떻게든 저축하고 싶지만 돈이 모자란다면 차라리 저축하는 것이 낫다. . 지난해 말
1	임대 소득으로 현재 여유롭게 살 수 있어서 좋단다. 한국경제연구원 좌승희한경연장 역임 수석전문위원과 서울대 경영학과 조재현교수는 일 기업구조조
1	말대로 재활 치료를 열심히 해서 경과가 많이 좋아졌어..근까 뭘 좀 해볼까 했는데?? 넌 그걸로 끝인가..그냥 그게 더 낫지.이거 뭐지?
1	인이 소개해준 의사 덕분에 치료에 큰 도움이 되었어.. . .오늘은 저의 피부미인이 뭘까 생각하다가
