,emotion,generated_sentence
14,E63," 하지만 내시경으로 제거하는 데는 한계가 있었다.
이런 이유로 대장은 대장이 아닌 내시경의 역할을 하고 있다고 한다.
그동안은 대장 내시경을 이용한 내시경의 활용에"
15,E63," 그래서 그 여자도 화장실에 가니까 그게 안돼.""
그녀는 그 여자가 오줌을 쌌는지 안쌌는지는 몰라도, 이 여자 역시 그"
16,E63," 그러고 보니 이제 우리 오빠랑 또 그 오빠는 또 다른 애랑 함께 살고 있는 중이거든.""
이렇게 얘기가 나오면서 오빠도 그걸 보고 웃"
17,E63," 그래서 나도 모르게 마음이 아파.""
나는 그 순간부터 내 마음속에서 우러나는 그 어떤 충고보다도 그 어떤 충고보다도 내 가슴속에 깊이"
18,E63," 괜찮은데.""
""미친놈아.""
이제껏 본 적도 없는 소리. 녀석은 정말 무서운 얼굴"
19,E63," 그런데 갑자기 내가 너무 힘들어져서 나도 모르게 잠들기 시작했었어.
그래도 나는 잠든 줄 알았는데, 잠들기 직전에 내가 너무"
20,E63," 그런데 오늘 아침에 또 한 가지 놀라운 소식이 있어! 아까부터 우리 집에 온 거 아니겠습니까. 저는 오늘 아침, 저는"
21,E63," 하지만 요즘은 술자리에서도 스트레스 받지 않도록 해야 할 것 같애. 술자리에서의 스트레가 건강에 좋지 않다는 사실을 알고 있는 사람들이 많잖아?""
그는"
22,E63," 그리고 아들이 담배를 끊고 싶어하는 모습을 보니까 아들도 담배 피우지 않고 건강하게 잘 살고 있는 것 같단다.""
김씨는 아들을 보면서 이렇게 말했다.
아들이 금연"
23,E63," 하지만 아내는 결국 돌아오지 않아요."" ""그래, 나도 이제 집에 있네. 내일부터 출근해서 집에 가서 살자""며 아내가 떠난다는 소망을"
24,E69," 일등인 거야.""
그는 한 손으로 턱을 톡 두 손으로 괴고 있었다.
""어? 그럼 일등은 누구일거냐. 일등으로.""
나는 그에게 말했다.
나는"
25,E69," 내 주변인들. 내 친구들은 다 죽었지.""
나는 고개를 숙여야 했습니다.
""내가 죽으면 너를 용서해줄 거야, 그걸. 그리고 그건 네가 너의 친구들"
26,E69," 우리 가족이 이렇게 행복하게 살아왔다면 그게 무슨 의미인지 알겠네.""
""우리 가족은 우리 가족이 얼마나 행복한 가족인가요""
나는 이렇게 대답한다.
그런 가족들이 얼마나 소중한가
"
27,E69," 그런 사람은 좋은 사람을 잘 만나야 돼.
아니, 나쁜 사람을 많이 만났다고 그 사람하고 친하게 지내고 있는 거야. 그러려면 먼저 그 사람과 관계를 맺는 것이 좋을 거예요.
친해지면 서로 좋은"
28,E69, 그리고 이 친구가 그게 뭐냐면 이게 그게 그~ 친구들의 그걸 막 봤다고 하면은 뭐라고 해야 되는지 모르겠지만 그 친구들이
29,E69," 선생님이 잘해주셨다고 칭찬해주셨어.
그런 친구들에게 고생이 많았겠지? 하고 나는 속으로 중학생이 되고 싶다고"
30,E69, 그래서 지금부터라도 그~ 저희들은 뭐~ 이걸 막아주실려고 지금 지금 저희들을 하고 있단 얘긴
31,E69," 내가 왜 그렇게 많이 놀랐는지 알아?
내가 얼마나 놀랐는지, 얼마나 많이 놀랬는지 몰라..
그 친구가 왜 그렇게 놀았는지를"
32,E69, 우리 모두가 힘을 합해야지...” 라고 말했다. 가족들도 모두 “힘을 모아 이 자리에 섰다. 이 자리에 서준 우리 부모님을 생각하면 정말 미소가 번쩍
33,E69," 내가 이걸 알게 돼. 그 친구가 나를 도와주겠다고 했는데 나는 거절하고 있었단 말이야, 내가 너의 친구가 됐어?""
그는 이렇게 대답했다.
이 말을 듣는 사람은 누구나"
34,E69," 그 때 피해자들은 가해자들을 처벌하는 건 당연한 것 아닌가요!""
이러고 나서 피해자 측이 '피해자를 처벌하는 것만이"
35,E69," 그런데 내가 좋아하는 사람이 갑자기 사라져버려 마음이 편할 수가 없다. 나는 그 친구한테도 그 친구가 어떤 존재인지, 어떤 행동을 하는지는 알"
36,E68," 내년에 있을 주말 파티가 잘될 거고. 그래서 올해 주말은 꼭 가야 할 걸로 생각하는데 올해는 좀 쉬고 싶어.
아직은 아직 휴가도"
37,E68," 오늘 오전, 다 정리해서 다 정리해서 오늘은 정리할 거야?""
아이는 대답하지 못했다.
그냥 그냥 지나쳤지만 그게 내키지가 않았다.
아이는"
38,E68, 그래서 오늘도 회사에 나와있었거든요. 그니까 회사에 들어오니까 바로 그~ 저희 회사에 있는 직원들이 그걸 다들 알고 있어
39,E68," 그리고 그 직원들이 퇴사한 뒤 그 직원으로 채용된 거잖나?
아직까지도 퇴사를 못 하고 있네. 그게 바로 내가 입사할"
40,E64," 아까 우리 아빠랑 나, 엄마가 같이 왔는데 엄마가 아팠던 기억도 안 나고.
그래. 근데, 그게 왜 그래? 아까 우리 오빠도 같이 있었"
41,E64," ᄏ
아직까지는 요리에 익숙지 않은 편인데, ᄒᄆᄃᄒ.
#주부인플루토이파우치 는 주말을 이용해서 주말에"
42,E64," 그런데 왜 그렇게 나를 괴롭혔을까요?
아니, 그 이유가 왜 그래.
그게 무슨 말이죠? 하고 싶은 대로 할 수 있는 거라고는 하나도 없잖은데.
그럼 그걸"
43,E64," 그게 무슨 소리인지 알아듣는구나, 하고 생각하며.
그러다 문 앞에 있는 작은 방문을 두드려 보니 그 작은 방이 있었다.
그 작은 방에 앉아 있을 수 있다는"
44,E64," 그리고 내일은 또 뭘 먹든지 상관 없거든.""
""아니야, 나 지금 이 시간에 내가 원하는 걸 다 들어야 돼. 내가 이번에 먹은 게"
45,E64," 내가 너희들에게 얼마나 많은 것을 베풀 수 있는지를 보여주지 않으면 나는 결코 내 마음을 열 수가 없다는 사실을 깨달았어."" ""내가 내 인생의 모든 부분을 바쳤을 뿐이죠."" ""이"
46,E64," 아, 아저씨도 그래야 해.""
나는 고개를 끄벅이며 아빠의 얼굴을 훑어본 뒤, 아저씨의 얼굴을 쳐다보았다.
""그렇지만"
47,E64," 내가 괜히 엄마 아빠한테 화가 나거나 뭔가를 할 때는 내가 먼저 내버리지 않을 테니.""
나는 씁쓸해하면서도 그 말이 내 귀에"
48,E64," 아, 엄마도 내가 잤던 시간에 잘 깰 것 같애서 기분 좋은 시간이었구나 하고. 그리고 내가 그 시간을 너무 많이 들었나?"
49,E64," 내가 왜 그러냐? 엄마는 내가 너무 힘들어하고 힘들고 힘든데도 아줌마가 내 마음을 아는지 모르겠어.""
엄마는 내가 아빠를 위해 할"
50,E64," 그래서 내가 그걸 못 알아봤는데.""
나는 고개를 끄덕이다가 갑자기 고개를 돌려 나를 바라보다가 고개를 저으면서 고개를 갸름거리면서 말했다.
그때 내 눈이"
51,E64," 그리고 그게 너무 좋다구. 난 내 딸처럼 내 곁에 있고 싶어.""
아내는 그 말뜻에 고개를 갸갸했다.
""그래도 너한테 미련"
52,E65," ^^ "" ( Area you going happin’ a littest we get a big girts )
이 날부터"
53,E65,"""라고 외쳤고, 이에 대해 회사 측도 ""너네 회사가 뭐하는 짓인지 모르지. 너네는 뭐하고 있느냐""고 답변을 했다가 결국 ""우리도"
54,E65,"</d> 이번 주말에도 어김 없는 폭우가 내리면서, 중부 내륙에는 최고 150mm에 가까운 폭우와 많은 비를 뿌렸지만, 다행히 오늘 낮 최고 강수량은 중부지방이 30~70mm,"
55,E65,"! 넌 내 동생이었어~
(...)
그리고... 이젠 너와 나 둘다 내 동생이잖어?
(.........</d> <unk>リンク"
56,E65," 그리고 내가 그 발표에 동의했거든.""
그렇게 말한 뒤 그녀는 그제서야 자신이 얼마나 훌륭한 사람인가 생각되었다.
그때부터 그는 자신의 이름을 알리기 위해 노력했다.
그리고 그는 자신이 어떤 일을"
57,E65,"!!
#신규 프로젝트의 시작을 #신생기업 이라고 생각해서 #신사업 시작하기 시작 했습니다
<unk> 이번에 프로젝트에 참여했던"
58,E65,"""라고 말하기도 했다.</d> 한국수자원공사·인천국제공항공사, 서울주택도시공사 등이 올해 들어 해외 건설수주가 급증하고 있어 눈길을 끌고 있습니다.
한국투자신탁"
59,E65, 하지만 이젠 그걸로 충분하지 않아. 그 정도로는 뭔가 부족하지 않아! 내 말로는 내 말 잘 듣는 사람이야!
60,E65," 하지만 나는 내 동료들에게 너무 많은 일을 시켜줬다. 그리고 내가 너무 많은 것을 해 봤기 때문이야, 난 이제"
61,E65," 그게 다 너 때문이겠구나. 네게 한 마디 해주고 싶은 말이야."" 이 말 때문에 이 말을 들은 사람은 모두 다 한 번 더 그"
62,E65," 그분이 정말 좋아하시잖나? 그분의 이름을 기억하고 계셔. 그분은 항상 내 옆에 계셨거든.""
나는 그분이 내 이름을"
63,E64," 그 덕분에 우리 집안도 많이 발전했고. 하지만 우리 남편하고 나하고는 잘 지낼 수는 없었거든.""
이제야 남편이 우리 남편에게 어떤 얘기를"
64,E64," 라는 생각을 하고 만들었다고 해요.
그리고 이거 너무 귀엽다 라는 생각을 하게 되고
요렇게 뭔가 귀요미로 만든게 느껴지네요
이"
65,E64," 아까 그~ 그니까 아~ 저기 이게 뭐지. 이게 그~ 그게 이케 뭐~ 그니까 뭐지?
이~ 이거 이거 그거 그거 뭐냐"
66,E64," 그런데 그 여자하고 같이 놀러갈 거냐?""
그녀가 대답하자 그녀는 고개를 저으며 말했다.
아무리 생각해 봐야"
67,E64," 내일도 같이 가볼게.
아빠! 아, 아.
그럼, 엄마한테는 잘 부탁드려! 아휴. 아, 그래.
엄마랑 나랑 같이"
68,E64," 그 집에 사는 건 우리뿐인데 내가 그걸로 만족했으니. 우리 엄마도 내 집에서 살고 있으니까.
그래. 내가 그 집까지 갈 거"
69,E64," 그런데 남편이 퇴근은커다! 하고 울부부가 말릴 때 나는 울지 않겠다고 말렸지.
그래서, 나는 남편에 대해서 잘"
70,E64," 그런데 애가 이렇게 컸을 줄은 몰랐는데 너무 고만해.""
아내의 말 한마디가 너무 귀여우니까.
"""
71,E64," 그래서 나도 기분이 좋고. 그거 보고 난 뒤엔 너무 기뻐요.""
아무것도 하지 않으려 했던 아기는 결국 자기와 같은 꿈을 향해 나아"
72,E64," ᄏ
그냥 지저귀는 것 뿐이지.
아빠한테 지저귀는 게 아니니까
그렇게 얌전을 맴돈다"
73,E64," 내가 너한테 잘해주고 있어? 너는 내가 잘해줄 테니까, 네게. 너는 내 아이처럼 잘해주니까"
74,E64," 그치?
아니야, 너 같은 거, 아니지?
나야 너는 그게 뭐냐?
그런데 왜 그 나이에 그게 무슨 대수"
75,E64," 그리고 내 친구도 정말 착한 것 같아서 좋아해! <unk>!<unk>
<unk> ́! #kiddays<unk>
(웃"
76,E64," ^^ 
그때 봤어..
이번에 <unk><unk>!<unk><unk>.
이제야 진짜 맛있는거 보고 싶어"
77,E64, 그리고 요즘엔 그게 너무 예뻐서 좋아해. 그니까 그게 또 너무 좋다 그래서 내가 그~ 그게 섹스를 하려면 
78,E64," 그래서 친구들이 다 놀아줬으면 해”라고 말하기도.
김정희도 이 친구랑 같은 팀으로 놀러갔다고.</d> 이 영화는 '천년의"
79,E65," 수술 잘 됐다고 하잖나.""
그녀는 내 손을 꼭 잡으면서 내 손목을 붙잡고 이렇게 말하고 싶었지만 그럴 수는 없어.
이"
80,E65," 그 친구가 나를 찾아주니 고맙다.""라며 고별사를 전했고, 이 후보는 이어 김한길 후보와 함께 자리를 함께 했다.
한 후보는 ""고"
81,E65," 내 손자 우리 안아주며 행복하니까.
그때 그 손주야.""
그 손주는 그제야, 내가 그 말을 알아들었다.
내가"
82,E65," ᄏ
그럼 저랑도 썸타임을 가져서 같이 사진 찍는게 좋겠어요
이런저렇다고 웨딩사진"
83,E65, 그래서 나도 좀 무서워하는구나. 그래서 너는 그냥 놔뒀으면 해? 나 좀 무서워하는 거야! 나 너는 왜 무서운데 왜 안 그래. 나 너랑 결혼
84,E65," 그리고 난 내 딸에게 미혼모의 존재를 숨길 거 없어. 내가 미혼을 하고 있다는 걸 알 거고 말야.""
나는 그녀의 눈치를 보았다.
""그건 알"
85,E65, 난 너랑 잘 놀아. 난 너를 잘 보살피는 거 같아? 난 너를 잘 챙겨주지 않을거야? 난 난 내 여자랑 안 어울리는 애를 좋아하는 애
86,E65,""" ""아무튼 그 애는 정말 착한 아이예요"" 라고 말하며 웃는 척 했다.
그리고는 뭔가를 말하려고 하자 그 애는 "
87,E65," 너희도 같이 키스로 행복해지길 바란다고 말하면서
너희가 원하는 것은 뭐냐?라고 묻는데. 괜스레 삐딱한 표정을 짓는 너희. 왠"
88,E65," 그런데 이 아이가 너무 기쁘고 너무 기뻐.
아이가 너무 기뻐요.
이제 곧 결혼해서 우리 엄마 아줌마를 모시고 우리 아기도 우리 아기와 같이 건강하게 잘 지내요.
우리 아기가 우리"
89,E65,"""라고 말하며 웃어넘기지만, 결국엔 ""아니, 난 이게 진짜야!!""라는 말투로 윽 박아버리는 바람에 홧병이라도"
90,E65," 하지만 내가 그걸 어떻게 할 수는 없지.
아빠의 말이 사실인지 확인해야 해.""
이제부터라도 엄마에게 물어보는 것이 좋을 텐가?
""아빠는 왜 그러는거"
91,E65," 난 산부인에 다녀오고 나서, 내 침실에 가서 내 침실에 누워 있어. 내 방에 누워 있으면 안되니까!""
""아뇨! 왜 그러시지 않습니까?"
92,E61," 내가 이렇게 할 수가 있단 말이에. 나 같은 경우는 그건 좀 너무하거든.
아니야! 이럴 줄은"
93,E61," 내가 대리점에 있을 때 사장님은 정말 고마우셔요. 내가 사장님을 너무 좋아하잖습니까.""
그렇게 말하고는"
94,E61," ᄏ""라며 말을 잇지도 못하고 울먹이는 목소리의 주인공은 '박정훈'이라는 가명이었다.
그녀의 이름은 이혜정이다.
2016년 12월 26일 방영"
95,E61, 내가 넌 정말 좋은 애가 될 거라고 믿고 있네. 그걸 알고도 남들이 뭐~ 그니까 이거 좀 해 줘. 이
96,E61," 내 아들, 우리 딸도 다 내 돈 주고 살란 소리예.""
""그래서 저는 이거 다 쓰고 난리야!"
97,E61,</d> 지난달 31일 서울 종로구 인사동과 인사동에서 문을 연 카페 ‘아름다운가게’. 이 카페의 주방장으로 일하며 느낀 것은 카페를 찾는
98,E61," 그게 다행이야."" ( CV. 시즈쿠의 아버지 쿄류지 (? ~ 쿄류지가 사는 저택에서 살고"
99,E61," 내가 줬어. 뭘 도와줬으면 이렇게 할 텐데 뭔 일인데. 나 때문에 이렇게 힘들었거든.
이번에도 그랬어?
이제"
100,E61," 그걸 알았으니까.
그래. 내가 지금 은퇴하는 날도 아니고 그~ 그걸 알고 있었어.
그래. 그~ 아내가 내가"
101,E67," 내가 잘할 수 있어.""
그는 한 걸음 더 나갔다.
그녀는 한 번 눈을 깜박거렸지만, 곧 다시 입을 뗄 수 있게 되리라 기대하고 있는 듯,"
102,E67," 하지만 지금부터라도 노후 준비가 필요한 분들이 많다고 생각하네.""
그는 또 다시 한 마디로 이렇게 말하며 고개를 숙이고 말했다.
""이런 말씀, 하셨는데 저희는"
103,E67," 우리 집에는 아직 젊은 나이거든. 그래서 이제 우리 아들한테도 잘 좀 가르쳐주고 싶어.""
이제는 내가 할 일도 없어!
""그럼 이제"
104,E67, 그리고 결혼해서도 돈 벌기 힘든데 그게 뭐가 있니. 내가 그~ 저도 결혼할 때부터 결혼하면 뭐 돈 벌어볼
105,E67," 그런데 그~ 뭐라 그럴까요?
이~ 이~ 저희 집에서도 그게 좀 많이 알려지기는 하는데 그니까 이"
106,E67," 하지만 이젠 내가 할 일은 다 하고 있는 것 같은 생각이 들어서 말야, 너는 지금 내 앞에 있는 거야, 내가 할 일을 다 할 수는 없지 않니, 내가 해야 될 일만"
107,E67," 그 친구한테 미안해서. 그 친구를 위해 넌 정말 좋은 사람이 되고 싶다고 말해서 미안을 갚는 것이야.
이번에도 내가"
108,E67," 그래서 내가 먼저 가서 뭘 해줬는데.""
그런데 갑자기 녀석들의 시끄러운 목소리가 들려왔습니다.
아까부터 우리"
109,E67," <unk>, 이걸 왜 그렇게 좋아하지 않나? 내가 좋아하는 것 중 하나는 바로 <unk>네들한테 좋은 말 한마디가 들려오는 거지.""
그녀는"
110,E67," 그런데 나는 너무도 화가 났고 그래서 내가 사과에 대해서 잘 알지 못했던 거라고.
나는 사과를 할 때 그걸 잊어버리는 경우가 종종 있다고.
사과는 원래 사"
111,E67," 그래서 선생님도 좋아하셨는데. 그리고 나 역시 선생님의 말씀을 듣고 나서도 너무 기뻐요.""
선생님의 말씀을 들으며 나도"
112,E67," 내가 뭔가 좀 잘해주지 않을까?""라고 말하며 울음을 터뜨린다.
그리고는 자신의 모습을 본 친구들의 눈치를 살살 찌"
113,E67," 그 친구들하고 함께 학교폭력 피해자 모임도 만들었잖니?
그게 내가 너랑 함께 한 일이잖냐. 그건 그건 너하고 내가 함께한"
114,E67," 그래서 나도 같이 가겠어. 그리고 내가 좋아하는 친구들이 있는데. 너를 위해서 너를 도와줘!""라고 말했다.
그때 한 학생이 갑자기 달려왔다.
그리고는 그 학생"
115,E67," 그런데 난 나랑 앉아있는 게 싫거든.""
이 말을 듣자 나는 깜짝깜놀했다.
그때서야 내가 한 번 더 생각해 보았다.
'왜"
116,E67, 그리고 난 너와 같은 친구들의 친구들이니까. 난 네 친구가 너에게 얼마나 많은 영향을 끼쳤으면 좋았을지 생각했거든. 난 그 친구가
117,E62," 하지만 내가 너무 걱정하고 있어서 걱정되네.
그래도 나는 내가 너무 행복해서 행복하게 살아.
나는 지금 이 순간에 가장 행복하게 살아. 그리고 내일"
118,E62, 그게 내가 좋아하는 거야. 내 생각에는 내 삶이 너무 힘들고 괴로웠어. 하지만 내 삶은 내 인생에서 최고의 순간이라는 생각이 들더라고.” 이씨는 “한번 더 열심히
119,E62," 우리 집에는 아직 빚을 갚을 만한 돈이 없으니 걱정 말게, 그 빚을 갚아줄 테야.""
이 말을 들은 나는 그제껏 내가 갚지 못한"
120,E62, 내가 너무 좋아해서. 그 친구가 지금 살고 있는 아파트는 그 친구가 사준 거라고. 그리고 내가 이거 사줄 거라고. 그래서 이 친구랑 내가 사
121,E62," 그리고 우리 엄마랑 아빠한테 정말 고생을 했거든? 네가 정말 잘 살아줘. 그리고 또 아저씨도 잘 살 거 같아.
그래야 우리 딸"
122,E62, 그리고 내가 너에게 한 말이 생각났다. 내가 한 말에 대한 나의 마음이 변했다. 나는 네 꿈을 이루었고 내가 한 말들을 너는 내가 할 것이다. 나는 내가 할 것이다. 너를 위해
123,E62," 내가 너에게 줘서 고마운 거야. 네게 줄 테니까.
그렇다고 해서 너에게 뭘 줄까 고민할 필요 없이 네게 줄 거면 너의 몫까지"
124,E60, 그리고 그거 다 기억해 줬지? 네네. 그건 내가 할 얘기로. 내가 너한테 했던 말이야! 네가 그게 뭐냐고 물었을
125,E60," 그리고 내가 좋아하는 회사도 있으니까.
그래도 내가 원하는 회사에 들어갈 수는 있을지 모르겠지만 나는 지금껏 한 가지도 꿈에도 그리지 못했던 회사였지. 그 회사에"
126,E60," 내가 뭔데 이런 걸 해야 하나. 나 같은 경우에는 다른 데를 보다가 봤는데 내가 이게 무슨 일이 있더라는 걸 알게 되었어.
그"
127,E60," 하지만 그게 아니었어.""
""그래. 내가 그 사람을 처음 만난 날 내가 어떻게 알았던 거지? 내가 알고 싶어했던 건 바로 그 사람을 내가 알고 있었다는 거야? 내가 아는"
128,E60," 우리도 잘 되길 바라는 마음이 든다니깐.” 이 씨는 또 한 번의 실패에 대해서도 담담하다.
"
129,E60, 너는 내가 면접을 못 보는 게 아니구나. 내가 너에게 얼마나 큰 상처를 주었는지를. 그리고
130,E60," 내가 이걸 왜 사줬는지 잘 모르겠네. 이거 뭐지.
아~ 이~ 뭐냐면 내가 지금 이거 먹고"
131,E62, 그리고 내 집을 팔았으니 내 집을 팔아라. 내 집에 살라고 했어. 그런데 내 집이 없어지면 내가 그 집 사겠다 하고 그걸 또 내 집이라 하고 팔고. 그래서 집을
132,E62," 대출이 안 되고 신용등급이 낮은 분들은 어떻게 해야 할지 몰라. 신용등급은 낮춰야 하니 대출이 안 되니까.
그래, 그래서 내가 제일 금융권이 안전한 거구나"
133,E62," 내가 빌려갔는데 갚지 않고 계속 계속 갚고 있어? 그래서 이게 다 망했구나, 이렇게 생각을 하고 있었구나 하는 생각에 그 친구를 만나"
134,E62, 그거 잘해야겠다. 네. 알겠다. 예~ 네? 알겠다. 네. 감사하다. 아까도 그랬잖습니까
135,E66, 그리고 내가 좋아하는 <unk>는 내가 제일 잘 하는 섹시한데? 내가 가장 좋아하는 애야? 뭔가 내가 좋아하는 건 뭐냐
136,E66," ㅠㅠ 
이번 주말에 괜시리 나랑 같이 갈 수 있어서 너무 좋네용!! ᄒᄉ2.
"
137,E66," 그래서 시력이 많이 떨어진다고 생각했는데 수술할 수 있었어.""
이번 수술은 시력을 회복시키기 때문에 가능했던 일. 하지만 이 수술은 성공하기"
138,E66," 내가 너무 좋아하는 거 같아서 좋아. 내가 좋아하는 건 나도 좋아하는 거지.
그냥 좋아해 가지고.
내가 좋아할 때 좋아하는 거니까.
그래 갖고.
나도 좋아"
139,E66, 그래서 내가 너무 많이 놀래주어서 너무 좋아서 너무 좋아해. 나랑 같은 학년이고 같이 놀았던 애들인데 우리도 같이
140,E66," 하지만 그게 뭐야!""
그녀의 말을 들었을 때의 기쁨과 분노로 인해 그제껏 그녀가 해왔던 말을 다시 한 마디 덧붙이고는 그 자리에"
141,E66," 그리고 그 수술 후엔 더 좋은 환경에서 지낼 거예.""
""아니, 난 그런 생각을 안 했는데! 그건 정말 난 너무 감사했거든"
142,E66," 그래서 백 내장을 치료한 뒤에 다시 수술하기로 마음 먹는다.
백내의 원인은 크게 3가지로 볼 수가 있는데요.
첫째, 안압"
143,E66," 요즘에는 정말 미세하고 미세해서 더 힘들지?
그래도 뭔가가 더 좋은데.
그럼 괜시리 행복해졌나봐.</d>"
144,E67," 그래서 오늘도 잘 지냈는데 내일이 또 생일이라. 내일은 꼭 결혼기념일이야! 내일 결혼 기념일을 축하하는 파티야.""
이제는 내가 더 이상 할 말을"
145,E67," 그래서 그게 내가 더 잘했다고 생각하고.""
그런데 그게 아니었다.
이제야 나는 이 사실을 알았다는 사실을 알게 됐다.
"""
146,E67," 그리고 내가 집에 돌아와서도 내가 다시 집에 돌아오기 위해 다시 집으로 돌아와 줄 때까지, 내가 다시 집에 돌아오지 않는 게 정말 다행이라면서. 내가"
147,E67, 그런데 이걸로 괜찮은지 보러 왔다가 뭔가 이상해서 내 팔을 잡고 내 목을 잡았는데 이 <unk>도 나
148,E67,"</d> 이걸 어떻게 하죠!
그냥 저희 집에도 이젠 이 집엔 저 집에만 있는게 맞는데요~!?
저도 집에는"
149,E67," 그리고 그걸 어떻게든 수습할 수 있었어.
그래서 다시 한번 사고 현장에 가서 부상자 한 명씩 모두 구조해줬거든요.
그리고 사고"
150,E67," 하지만 돈이 다 갚은 거니 내가 책임지는 거지?"" ""그래도 갚지 않으면 어떻게 해. 나 때문에 내 딸이 죽는 거야?"""
151,E67," ^^ 
이런 거는 처음인데..
그래서 오늘부터 내가 제일 먼저 하는 게 뭐냐.!
#다노 <unk>"
152,E67," 그런데 그 아이가 너무 커서 너무 미안하단다.""
""이 아이는 내 아이야! 너는 너무 미안하다. 너 때문에"
153,E67," 덕분에 게임을 하면서 눈을 뜨면 바로 눈에 뜨고 게임을 즐길 수가 있으니까, 이게 바로 시야확보와 시야를 확보해준 거니까.""
나는 시야가 확"
154,E67," 그리고 오늘 저녁에는 내가 괜스레 걱정했는데 그 날 밤 내가 잠든 거예요?
내가 아침에 깨니까 뭘 했나"
155,E64," 내년에는 꼭 저축하고 싶어!</d> 이 책은 저자가 지난 10년동안 한 가지 분야에서만 몰두한 결과, '삶이 곧 삶의 방식'이란 것을 깨닫"
156,E64," 나는 내 친구와 함께 돈을 쓸 거예요, 라고 말하는 건 너무 싫거든, 하고 말하는 걸로. 내가 그 친구가 얼마나"
157,E64," 하지만 나는 그럭저럭 살 수 있을 거라고는 기대하기 싫고 또 그럴 거야.""
그녀가"
158,E64," 그리고 나보다 더 나은 사람이 있어 행복하게 살았어.
나는 그 사람처럼, 내 인생을 위해 돈을 버텨 봅니다. 하고 싶어서, 그 사람을 위해서.
그리고"
159,E64," 그리고 그 집은 내가 살기로 했으니 그 집에 다시 들어가 살게 해 줄 테니 다시 한번 같이 살기 위해 집을 팔지 않을래?
나는 그렇게 생각했어요.
"
160,E64, 이거 정말 잘할 수가 있구나. 내가 잘해서 내가 이 정도밖에 되지 않는 줄은 정말 몰라.</d> 서울중앙 지검 특수
161,E64," 하지만 나는 여전히 재미를 보지 못하고 있었어.
""그래. 그게 내 재테크의 전부예.""
이런 말만 들었을 뿐인데도"
162,E64, 그리고 내가 가게에서 일을 할 때마다 나는 가게가 마음에 들지 않는 게 아니라 오히려 내가 가게가 너무 좋다 싶어 더 많이 가게를 내고 싶은 거
163,E64," 그리고 내가 그 돈으로 내가 살고 싶다고 생각했는데 막지 못했어요. 내가 살고싶다고 생각했는데 그걸 안 하고 그냥 그냥 내버려뒀거든.""
이런 말들은 내"
164,E64," 하지만 텃밭에서 일하는 사람들은 정말 바쁘고 피곤한가봐.""
그녀는 뭔지 모를 미소를 띠며 웃고 있다.
이런 일이"
165,E64, 그래서 그걸 보고 내가 그 차를 사주려고 했는데 그 차를 사주려고 하니 내가 너무 기특하고 기쁘고 고만고만이어서 그게
