,emotion,generated_sentence
12,E68," 아까 그~ 이거 좀 더 <unk> 많이 <unk> 좀 많이 해줬으면 해요. 어어. 그~ 그니까 아빠도 좀 괜히 줘요 어.
아니 어."
13,E62, 그래서 나는 이거 좀 먹고 살라고 그랬어. 그래서 아까 우리도 이제 뭐 이거 먹었는데 이거를 먹고 싶지 않은가 뭐 이렇게 얘기를 해줘도 되는 거지? 음~ 그건 이제
14,E69, 그 말을 들으면 나도 그 말뜻에 동조를 해야 할지도 모르겠다. 하지만 내가 그걸 모를 수 있을 것 같다. 내가 그런 일을 당하면 어떻게 할 것인지는 알 수 없어.” 그는 이렇게
15,E61," 라고 했지!
""아니야? 왜? 내가 너한테 그런 짓 하는 건가요 <unk>! 내가 너 때문에 우리 엄마가 너무 힘들어해서 그랬는데"
16,E65,"""
그렇게 말하고 나서 여자는 다시 한 번씩 고개를 돌려 주위를 두드리더니 이내 한 발 물러서서 말했다.
그리고 나서 그녀는 말했다.
그렇게 말했습니다.
'그래?'
그리고 나서"
17,E64," 너가 이게 뭐야. 아빠가 이게 이랬더니 그건 아니구나, 너 이랬구나 하고. 네게 이게 무슨 말인지 아, 알 수 없잖"
18,E64," 그걸 듣고 나서 그 친구에게 전화를 해서 '너 지금 나한텐 뭐하는 사람이지'라 했더니 '이렇게 하면 되니까' 라고 하신 것 아니야.""
""아닙니다. 그런데"
19,E63," 그거 보고도 안 하고.""
나는 씩 미소를 지었다.
그가 나를 보며 웃으며 물었다.
내가 말을 꺼낼 때마다 나는 그 웃음은 내 웃음기 그 자체였다고 생각되었다.
하지만 나는 그의 웃음기를 보고는 다시 한번"
20,E64," 그걸 왜 다 갚아야 되겠지.""
그렇게 말했지!
나는 고개를 들어 그를 올려봤지?
그는 내게 이렇게 말하면서 이렇게 말했다.
내가 그렇게 말하면서 그가 내게 말하면서 말했다.
나는 그렇게"
21,E63," 내가 이겼어?""하고 물었다.
그는 그 순간 그 말을 떠올렸다.
그것은 그가 이겼다.
나는 그에게 말했다.
나는 그의 얼굴을 보았다.
그는 내 손을 잡았다.
""그렇지. 그 친구. 내가 뭘 할 거야"
22,E69," 그런데 이 여자가 내일 아침이면 또 다시 나를 찾아와, 내가 너희들에게 몹잖다고 말할 거냐구 말 거거든.
나는 그렇게 대답을 하고 나서 내 얼굴을 바라보더니 내 손을 잡았어.
그리고"
23,E61," 그리고 그걸 찾았어.
어떻든 내가 그 돈을 찾아냈어.
내가 이걸 알아냈으니.
그렇게 됐어.
이제부터 이거 좀 찾아보고 싶어졌어. 하고 싶었는데 그거"
24,E67, 내일부터 다시 일할게! 그럼 다시 또 다시 일하게! 그건 안 될 테지.</d> 지난 주말에도 서울 시내 곳곳에선
25,E64, 그리고 나하고 결혼도 하고 싶었지? 그리고 결혼하면 내가 너희들끼리만 결혼할 거라는 걸 알고 있었는데 그땐 나도 그렇게 생각을 안 해
26,E63, 그래서 어떡하냐. 아까 그 얘기가 나오니까 내가 왜 배가 아파야 돼서 그런 게냐고 그랬잖아. 근
27,E67," 그걸 본 순간 그게 바로 나의 꿈이구나!!"" 하고 생각했다.
그렇게 생각한 것은 내가 좋아하는 남자 친구였다.
내가 그 남친한테서 사랑을 받는다는 것을 알고 있었던 나는 내"
28,E62," 그리고 내가 너와 결혼할 수 있을까 생각했었지.
나는 그게 얼마나 무서운 일인지 몰라도 그 사실을 전혀 모르고 있었다는 것을 나는 잘 안다는 사실을 잘 알"
29,E60,"""
나는 그녀를 향해 고개를 흔들면서 말했지?
""나랑 잘 놀고 있으니 잘 지내요.""
나는 그녀에게 고개를 흔들며 말했다.
나는 그녀에게 다정한 목소리로 말했다.
그리고 그녀는"
30,E62," 그 사람이 내일이라도 만나자고 할 거야, 그 사람. 그 사람. 너한테 약속했잖아, 약속이 다 돼. 네, 그럼.""
나는"
31,E62," 그건 내가 그걸 가지고 오겠지?""
""그래. 그건 내 책임이다.""
김형욱과 박형준, 그리고 박찬희까지 함께 웃으면서 이야기를"
32,E60," 그래서 나는 이제 이게 정말 내 인생을 바꿀 만한 가치가 있는 걸까, 라는 생각에 빠져버리게 되는 거지. 그리고 그 순간, 내 인생을 바꾸지 못한 게"
33,E69," 내가 옳아.""
그는 자신의 말대로, 그걸 증명하려고 애쓰고 있는 것 같아서, 그의 얼굴을 빤히 바라보고는"
34,E69," 결혼식은 뭐~ 뭐가 있을지. 뭐가 있어?
어~ 뭐~ 그니까 뭐야? 결혼식 뭐야 뭐냐면 뭐냐 하면 결혼식 하면 어르신이랑 같이"
35,E62, 그래서 우리 같은 경우 취업 준비를 할 때에는 일단 취업준비생들의 스펙이나 취업의 질을 높이는 것에서부터 시작해 보는 게 좋을거 같아
36,E65," 이대로 가면 어떨 거 같애. 어.
그래도 뭘 해야 돼요??
어~ 저기 뭐야? 이거 뭘로 해요~ <unk>. 아빠가 뭐가 괜"
37,E61," 뭔가가 좀 풀려가고 있거든. 넌 정말 좋은 사람이니까.""
나는 눈을 동여매는 눈으로 그를 보았다.
그는 고개를 들어 그를 바라보았고 그는 눈을 감아버리고"
38,E64, 네? 예. 예? 아유 감사하네. 이거는 뭐냐면 네? 예? 아~ 예~ 예전부터 이제 이십오 퍼센티가 이제 어마머님
39,E65,".
저는 면접관이 아니라서 제가 지원할 수 없어.
왜냐 하면 제가 원하는 직종이면 그 분야에 대해 충분히 이해하고 있고 또 실무적인 능력이 있어서 그런 거니까 면접관은 아니지만 저는 이 분야에"
40,E62," 그리고 우리도 열심히 해서 내년에는 꼭 합격해 줄 거고. 그거면 돼! 우리 과장님은 정말 대단하다고 생각해.""
이미 다 알고 있던 일이라, 내가 그렇게"
41,E64,".
그래도 저희 엄마 저는 다이어트는 해야 된다고 생각을 했거든요.
그래도 <unk>는 저희 엄마가 그렇게 생각해서 열심히 노력했어요.</d> 오늘 아침도 춥습니다.
아~ 이럴"
42,E61,"""
아빠는 대답을 하지 않은 채로 대답했다.
그녀는 잠시 생각에 잠겼다.
""이렇게까지 나쁜 짓 하지 않으려면 지금 이 순간에도 내 곁에 있는 것이 더 중요하죠"
43,E63," 그게 다들 하는 말이니. 그거 참 좋더군요.
그냥 그냥 내 말 잘 들었으면 좋았지?
어떻니 그게 그렇게 쉽지는 않아?
이런 식으로 해서 내가"
44,E67," 그건 부모의 생각과도 다르잖아?
이제는 그 생각을"
45,E62," 그리고 내가 지금 뭐라 할 수 있을 거 같아?
아니, 뭐라고 할 수는 없잖어.
이렇게 말해야 할 것 같애. 그걸 내가 뭐로 표현할 수가 없어!
"
46,E66," 그러게 말야! 너랑 같이 사는 게 어<unk>냐고? 네, 그렇습니다.
어디서 그런 말을 들은 거예요
아"
47,E68," 네, 알겠어요!.
그렇게 해서 내가 다가가자,
아무것도 아닌 거야. 그걸 내가 다행으로 생각해서.
이렇게 해봐!
아무리"
48,E61,"""
나는 뭔가를 말하려다 말고 고개를 끄덕이며 웃었다.
그렇게 말하고 나서 아내가 나를 쳐다"
49,E62," 취업은 물론 학업에 있어서도 취업의 기회가 많아. 그래서 취업의 문은 넓어져 가고 있지.""
""이런 얘기는 왜 하십니까?""
김 씨는 한"
50,E63, 괜찮겠다. 그리고 오늘도 열심히 하겠어. 넌 오늘부터 열심히 하고 싶어. 그리고 내일은 <unk><unk>! 응. 괜히 걱정 말고 
51,E69,"""라고 말했다. 고마움의 뜻을 담아 만든 '주식 부자 만들기' 책자 '나는 내 인생의 주인이다!'가 나왔다.
'나의 부자 만들기'를 기획하고 직접 만든"
52,E66," 하지만 내가 결혼하는 것만으로도 넌 행복하고. 난 지금 내 인생의 가장 행복하다고 생각하는 것 같아요. 그게 <unk>니다만.""
이"
53,E69," 그리고 내가 좋아하는 남자 친구랑 같이 다니면 좋아.
그리고 나는 남자 친구를 좋아하니까.
그리고 그 친구를 위해서 내가 좋아하는 일을 하고 있어.
그리고 내가 하는 일은 다른 사람들과"
54,E61," 그리고 내년에는 내가 그 남자랑 같이 결혼해서 살래.
그런 거.
내가 그 여자랑 같이 살고 싶다고 했어.
그래도 내가 결혼을 할 거니까 내가 결혼하고 싶지"
55,E68," 음. 음. 그래서 이거 좀 조심해야겠다.
이런 얘긴데 음.
그니까 이제 어 그게 좀 더 이제 그 어~ 그까"
56,E62," 아유 아유, 이 사람 정말 대단하시네요.
아이고 이 사람 너무 대단해요.
그렇게 얘기를 하니까.
이렇게 해서 내가 뭘 했냐 하면 그"
57,E67, 그~ 아까도 얘기를 했는데 그게 뭐냐하면은 뭐 그거야. 너가 이제 너에게 그게 뭐지. 네가
58,E65," 그 다음부터 우리 회사는 직원들에게 명예 퇴직할 때까지 임금을 지급할 계획이야!"" ( ""명예퇴직은 내가 책임진다는 뜻이지요 )
이렇게 말한 뒤, 그는 자신의 사무실에서 나와"
59,E62," 그래서 이~ 그 홍삼은 우리 인삼이니까 홍은 그 홍삼도 그 인삼은 인삼을 다 먹잖습니까, 우리 그걸 먹으니 인삼은 그~ 건강하고 좋더라고 그래서 인제 우리"
60,E65,"""
이제껏 미국주식 투자를 해본 적 없었던 나는 녀석을 보면서 놀라고 말았다.
녀석에게는 그런 일이 일어날 리가 없다.
나는 미국주식이 어떤 것인지 잘 모른다.
그러나 그게 내 생각이고"
61,E60," 그 동안 힘들게 고생했었는데 이렇게까지 해주고 있어? 너희도 너희를 좋아하니까 너무 고단해.""
이렇게 말하면서 괜찮아 하는 녀"
62,E66," 내가 괜찮을 줄 알았는데. 뭔가를 해야겠다는 생각에서 왠걸, 이번에 회사까지 와서 면접 보고 온 거잖아.
그래서,"
63,E67,"'
나는 이글거리며 눈을 떴을 때 뭔가 불길하다는 느낌이 들었다. 만약 내가 시험에 응시한다면 그것은 내가 시험에 응시할 수 있는 기회를 박탈한 것이라고 생각할 것이다.
그러나 시험이 끝나면 내가 시험에 응"
64,E61," 정말 잘 해줘. 응원할 거야!! 응?""
""응응!!!""
그제야, 아줌마의 얼굴이 떠올랐다.
"
65,E66," 그게 뭐냐, 임신 소식이 없다고 해서 걱정하는 게 아니라, 지금이라도 당장 임신 소식이라도 알려줘야지. 그래"
66,E66," 내일 또 뵐 테니까.""
이번에도 역시 그는 내민 술잔으로 인해 가슴이 답글거리곤 했다.
이번에는"
67,E66, 그런데 이번에 그게 또 바뀌니까 어~ 어땠을까. 아유 감사하단 말이죠. 어~ 저도 어떨까 싶
68,E61," 결혼도 하지 못한 사람이 이렇게 행복하고 행복하게 잘 살아도 된다는 것은 어떤 일이 있어도 포기하지 말라는 거거든.
이렇게 행복하고 행복한 결혼생활"
69,E66, 그래서 나는 더 좋아. 그게 아니라 내가 나를 좋아해? 너한테도 사랑하고 너에게 사랑받고 싶은데 그 남자가 너를 더 싫어한다고 하면 난 어떻게 될지
70,E68," 하지만 그건 내가 할 수밖에. 그니까 이거야 말로 내가 하는 건데 그니까 지금 뭐 이게 다 내가 알아서 하는 거지.
이런 얘길 할 거 같아요?
그"
71,E63," 근데, 그~ 저는 이제 공무원 연금하고 국민연금하고는 전혀 관계가 없다고 봐요. 그래서 저희가 지금 저~ 연금 얘기도 좀 해보고 또"
72,E61, 그리고 그거 뭐~ 뭐냐면 이십오 세에서 삼백육 세까지 그니까 우리 부모들은 이제 뭐냐면 뭐냐면 그게 인제 이게 뭐지 그게
73,E68," 그래서 나는 그 꽃이 정말 아름답다는 생각이 들어.""
아니, 그 꽃은 그걸 보고 난 다음에 다시 꽃으로 변해서 내 가슴에 꽃을 심어준 거지. 그게 정말 아름답단 거니? 그게"
74,E67," 그래서 이번에 또 한 번 봤어요.
아 그래.
이렇게 하면 되거든. 근까 내가 그~ 저~ 이번에 또 이케 이~ 뭐야? 어머 어~ 그게"
75,E69," 하지만 이 직장에서 내가 원하는 것을 찾을 때까지 기다릴 수가 없더군.""
나는 이렇게 말하면서 다시 일을 시작할 생각을 했다.
""그래? 이게 내일 아침에 일어난 일이야?"
76,E67," 난 이제 그만둘 수 있을 것 같아서. 난 이제부터라도 열심히 일하겠지.
내가 이대로 괜시리 이 꼴이 될까 싶었는데. 그거 참을 수가 없네.
나 때문에 내가 이렇게 된"
77,E65,"""
""그래서? 나도 취직이 됐다네."" """"
나는 그 말에 웃음이 터져나오기도 전에 <unk> 하고 말했다.
그 순간 내가 다시 한번 웃었다.
그날 이후로 나의 인"
78,E60,"""
나는 녀석을 바라보았지
그때는 정말 행복한 시간이었어요.
""어디에서 온 게냐.""
""그래? 그럼 어디에서 온 거지?"" 하고 내가 물었을때 넌"
79,E67," 그래서 이~ 이십사년 전에 인제 의료계에도 이런 얘기가 많이 있었지. 어.
이런 거에 대해서 어~ 그~ 의료계의 이런 어떤 문제 제기가 있었는데 네네."
80,E63," 괜찮은 사람이야? 뭔가를 할 수 있다는 것이 참 좋겠구나.
아니, 그런 것도 있었어!
나도 그렇게 생각하고 있네. 나는 그 사람을 좋아하고 있어"
81,E63," 그리고 나에 대해서 너무 좋아하고 있었어.
나한테 너무 좋은 것 같아.
나는 나에 관해서 정말 좋아했었지?
아빠는 나를 사랑하거든
나는 너에게 정말 사랑한다구"
82,E60," 너를 좋아하니. 넌 정말 잘생긴 거 같은데.""
이런 얘기들을 들으니 나도 모르게 가슴이 답득했다.
이젠 내 마음도 많이 가벼워진 듯 보였다.
이렇게까지 마음이 무겁고 무겁게"
83,E60," 오십견(노안과 안경이) 수술하면 오십견을 낫지 않냐고 하니까.
그"
84,E62," 그게 제일 좋은데.""
그런데, 갑자기 무슨 일이 생긴 것일까?
아니, 그냥 괜찮아졌다고, 뭔가에 홀딱 홀린 기"
85,E61,"!</d> 저의 어머니는 저의 부모님이랑 함께 사는 동안에도 저의 어머니에게 늘 미움과 사랑을 받아온 분이에요.
어머니가 돌아가신 뒤 저를 돌본 분은 저도 그"
86,E63,"!</d> 요즘 뭘 먹어야 할까 하다가 이게 뭘 먹어야 할까 고민하다가
이렇게 만든 `오리지니 피클(?) 피크` 를 먹어보게 됐다.
`이거 먹으면"
87,E61,""" 하고 웃었다.
그날, 교수님은 학생에게 ""그런 건 잘 안 된다. 내 전공은 내가 잘 할 테니 너는 잘 해!""라는 격려"
88,E64,""" 라고 말한다.
그러고는 그 친구로부터 '너희들 다 좋은 친구야!'라고 말하면서 다시 한번 '친구야'를 연신 부른다.
""친구가 너무 좋은 친구니까. 그게 내 친구"
89,E63," 하지만 나는 내 인생에서 가장 행복한 사람이다. 그게 내 인생이지?""라며 너스레 미소를 머금고 있었다.
이날은 그가 직접 지은 책 '나의 인생'이 베스트셀러를 차지하기도 했던 날로, 그의"
90,E68,"!!
아~! 이번에 또 취업하네요.!
그럼 이젠 취업에 대한 고민의 흔적도 사라질거 같아요.
아직도 취준생을 만나고 싶지만 이거 너무 아"
91,E62," 그땐 넌 내가 할 수 있는 일을 찾았거든""라고, 그는 이렇게 말했다.
그때는 '내가 할 수 있을 때'가 아니라 '그게 내 일이니까' 하고 말하던 시기였다.
이제"
92,E61,".
그래서 결혼했지!.
그때도 내가 결혼하고 싶었는데... 그거 안됐잖어!
결혼 안하고 살자구.</d> <unk>#오마이뉴스에"
93,E69," 내가 청혼의 대상을 원하는 이유는 바로 그거야.""
이렇게 말하는 그녀의 표정은 너무나 아름다워 보여.
그리고 그녀의 말에 그녀는 다시 미소를 짓고 있는 그녀의 얼굴"
94,E68," 넌 내가 너무 좋아하는 거 같아서.""
이제 막 결혼하기 전에 했던 얘기도 다시 해볼 수 있을 텐가?
나는 그제서야 내 말을 알아들었다.
그"
95,E68," <unk>. 아~!""
이미 이십 대 초반이 됐는데도 괜히 미스틱을 보고 싶었는지, 미스미스의 말에 의하면 왠만한 사람은 모두 다 아는 미스가 괜찮"
96,E62," 그리고 내가 너에게 한 번 말해봐. 네게 괜한 소리 하진 말 거 아~ 그래. 네~ 내가 <unk>니까, 너한테 한"
97,E65,"""라면서 ""이런 기회가 주어지면 나도 취업의 길을 찾겠다니, 나도 이제부터라도 노력해서 취업할 테니 열심히 하겠어""라며 웃으며 답장을 보냈다. 고 씨는 ""취업한"
98,E65," 그리고 오늘도 내일 아침에는 꼭 한 번 씩은 만날 수 있는 것 같아! 뭔지 모르게 긴장된 얼굴들이 많이 보이네?""
나는 내"
99,E62," 그래서 나는 친구랑 같이 노래를 부르면 어~ 내가 더 열심히 노래를 부르고 싶은 마음이 들어요.
아하 그래요.
네. 그 노래 부르는 게 너무 좋아요
그게"
100,E68,"""
""그렇구나. 정말 고생이 심하네. 하지만 넌 괜찮겠니. 넌 정말 열심히 노력하면 좋은 직장이 있을 것 같아? 그게 네"
101,E68," 그건 정말 재미난 일일지도 몰르.""
아빠는 아랑곳의 웃음을 지으면서 말했다.
아빠의 말이 사실일지도 몰르다.
그러나 나는 그 말을 믿을 수도 없고 믿어줄지도 모르는 일이어서"
102,E62," 그래서 그게 다였지.
그래, 그래서 내가 이 일을 하고 나서 그 친구도 내가 그 친구가 했던 일 중 가장 마음에 들어.
그리고 또 다른 친구가 그 친구와 내가 했던 일이 또"
103,E60," 그래서 이걸 좀 먹어야 돼. 이거는 좀 맵게 먹어야 되고 어때요! 어때요, 저도 어서 먹고 싶어. 어머나 이걸 먹어야겠어.""
그런 얘기를"
104,E66, 내가 그걸 못 알아듣는데 결혼하면 안 될까? 내가 결혼할 때는 뭐가 안 좋을 거 같아. 그거 내가 잘 모르는데 내가 결혼을 하든 말
105,E66, 하지만 난 결혼이 싫어서 그런 게 아니고 내가 지금 결혼을 하고 싶은데 그게 아니지 뭐~ 결혼하고 나서는 뭐 결혼할 거면 결혼하고 싶지 않을 것 같고 어~
106,E66," 그러니 아이를 갖지 않으려면 차라리 집을 팔거나 아예 전세로 사는 편이 좋겠지?'
""그건 아니잖습니까. 하지만 지금 당장 집을 장만을 해야 하는 건 아니에.""
그"
107,E60, 그래서 예금은 이제 십일월 말에 만기로 해갖고 예. 그니까 그거를 삼십오만 원으로 해서 삼십구 일
108,E66," 하지만 아직 우리도 노후는 불안하고 걱정스러운데 어떻게든 노후를 즐길 수 있게 해줘야 해.""
김영미는 그제껏 자신이 하고"
109,E60, 우리 아들들도 열심히 해주고 우리도 열심히 해준 것 같아서 감사해요. 그리고 내년에는 또 우리 가족도 열심히
110,E64," 그리고 또 다른 뭔가는 너무 좋아하고 좋아하니까.
그래 갖고 또 운동하는 거 좋아하니까 또 운동하는 것도 좋고.
그리고 또 운동하는 것도 좋고"
111,E64," 그런데 이제 와서 보니 정말 내가 할 말이 없어!"" 라고 말했다.
이번 일을 겪으면서, 내가 하고픈 일들이 정말 많이 생각나서, 그걸 좀 도와주고자 하는 마음으로 열심히 일을 했다.
"
112,E64, 그 아가씨는 내가 뭔가 좀 해줄까 하는 마음에 내가 좋아하는 남자랑 결혼을 하게 해준거야. 그
113,E60," 하지만 정부는 의료급여 수급권자와 차상위, 희귀의약 등 희귀의약의 보장성 확대 정책을 추진하고 있다.”면서 “의료급여수급권자 가운데 건강검진에서 이상이"
114,E69," 아휴! 아, 그래, 이게 다 내 잘못이야? 내가 뭐랬어. 내가 뭐라고 그래?
나한테도 잘못한 것 없어?
나도 잘했다고 했"
115,E68,"""
""이건 내가 잘못이야. 너는 내가 낳은 자식인데 내가 낳으면 내 자식이 될 수도 있고 또 다른 자식일수도 있지 뭐야. 그러니 내 자식이 되는 게 좋겠구나?""
나는 씩"
116,E63," 너를 만나러 왔구나.""
이미 이마에 식은 수염을 잔뿌리는 듯한 이마의 땀과 땀을 툭툭 <unk> 닦았다.
그런 이마에 수염이 잔잔히 남아 있었다.
그런"
117,E60,"!!
그리고 ᄏ
요렇게 <unk>케 잘된건 다 먹어봐요 ㅠㅠ ᄏ</d> `이제 막 뭔가에 홀딱 빠지네요!
오늘부터 `아니오~`"
118,E67, 그런데 내가 그거 안 해 줬으면 좋겠다는 생각을 하게 돼. 그건 또 어떻게 해야 될까요 <unk>가 그거라도 할까요. 네? 자 오늘은 어떤
119,E61," 그래서 그때부터는 이제 내가 이제 좀 좀 좀 쉬었다라는 얘기야.""
""그래도 뭐 그걸 좀 얘"
120,E62," 그리고 눈물이 날 것 같았어, 눈물이 난다고 그랬어. 그리고 눈물은 안 나왔어! 그래서 안 나오는데 눈물로 눈물은 나만"
121,E65," 내가 할게 뭐냐? 내가 할 수 있는 건 다 해야지.
그럼 내가 어떻게 하면 되겠냐?
내가 알아서 할 테니까.
이"
122,E60," 그리고 이게 바로 이거야."" 이 말은 이 말을 하는 데 있어서 매우 의미심장이 크다.
그렇게 해서 나는 그 말을 하게 되었는데, 그것은"
123,E64," 근데, 내가 파스가 붙을 때까지 계속 기다려야 돼서 그냥 파스가 붙은 거였지. 그게 내 생각이지?""
""내가 파스가 붙는"
124,E60," 내일도 꼭 볼 거니.""
그렇게 얘기가 끝나기 전에 그는 고개를 흔들며 다시 한 번씩 웃었다.
그는 잠시"
125,E63," 그래서 어제 저녁에야 전화를 했어.""
아빠가 울면서 울었어요,
그때 아까 전화했던 얘기가 떠올라가면서 엄마와 아빠 사이에"
126,E69," 내가 하는 일이 너무 많아. 자네는 내가 하는 일이란 게 너무도 많은걸 알고 있지 않소이까?
아"
127,E67," 지금부터 시작이지. 내가 어떻게 해야 하나?
내가 무슨 말을 해야 할지, 내가 무슨 말이라도 해? 난 이제부터가 내가 해야 하는 일이라고"
128,E66," 내가 원하는 것이 무엇인지 잘 알 수 있도록 도와줘서.
그럼 내 마음을 이해하게 되네. 나는 내 말을 이해할 수가 있어
나는 그 말을 들을 수밖에 없었어요.
그렇다고 그게"
129,E63," 그리고 내 친구들 모두는 내가 좋아하는 사람이니까.""
나는 이렇게 말하고는 그 자리에 앉았다.
""그래서 너에게 좋은 친구가 되고 있니.""
그때 내 앞에 있던"
130,E66, 이럴 때 이~ 이십일일 이십사 일부터 일 이 일 사이에 아이를 낳고 이 개월 이내에 퇴원하는 것이 의무화돼 있습니다. 그리고 삼개월 이내엔 퇴원도 가능하지만
131,E66," 그래서 나도 이 친구에게 말을 걸게. 그리고 나에게는 내가 이 친구를 좋아한다는 것을 말해주고 싶은 마음이야. 나는 내 친구들을 만나러 왔지 뭐예요, 하고 묻"
132,E66, 어~ 그~ 저는 그게 너무 힘들었는데 네네네. 그~ 그거 그니까 저~ 이
133,E64," 근디 이거 좀 뭔가.
근디가 이사가 됐는데. 근데 내가 그~ 그니까 회사 내에서 내가 좀 잘해야 되는 그런 게"
134,E63, 근까 그~ 그까 그게 좀 더 쉬웠지. 아~ 이거 좀 그까 뭐야 그니까 뭐냐면 뭐
135,E64," 그게 걱정돼도 괜시리 걱정하지. 그거라도 해야겠어?""
그가 내뱉듯이 대답했다.
그는 고개를 가로저은 채 아무 대답을 않고 가만 서 있었다.
나는 그를"
136,E68," 그리고 우리 직원들이 다 일 년 동안 열심히 일한 거잖아.""
김정일은 고개를 숙였다.
""아까는 뭐가 됐어요. 아까 그걸 보고는 깜짝깜놀했잖어요"""
137,E62," 하지만 그건 내 꿈이었고 내 꿈을 이룬 건 바로 그 순간뿐이었지. 그때, 난, 내가 할 일은, 그건 내가 아니라 내 자신이었어.
나는, 내가 해야 한다고 생각해."
138,E63," 그리고 내가 왜 그런 말을 할까?
아무리 좋은 말을 하더라도 내 생각에는 맞지 않아요?
그렇죠?
아까 말씀하시는 거랑 똑같은데요.
그럼 왜 그거예요.
그건 그건 제가 그"
139,E60,""" 라고 말하며 그 모습을 본 유키코는 깜짝 놀랄 수 있게 된다.
이후로 그 모습이 안 나오다가 그 후로도 계속 그 모습 그대로 나오며, 결국 여자친구의 존재를 알아내면서 결국 유키의 친구"
140,E64," ᄏᄏ
#일상스타벅스는 커피가 아닌
아침마다 한 개씩
커피머신이랑 같이 마시는 거야 ᄏ
아직까지는 뭔가"
141,E60," 그건 내 생각이에요"" 하고 말했다.
그는 그 동안 내가 사랑한 여자를 떠올리며 말했다.
나는 그의 손을 잡았다.
""아니야, 내가 왜 이렇게 기"
142,E61," 그런데 오늘 저녁에는 우리를 만나러 가야겠지?"" 라고 말하더니, 그는 ""그래. 내일은 내 친구랑 함께 갈게.""
나는 그의 말에 따라 그 자리에 앉았고, 그의 말에 따라"
143,E63, 아이고 이게 엊 그니까 그까 그게 그까 아~ 저희가 이게 이걸로 이제 저희가 이거를 이제 저희들이 이거를 인제 그~ 그니까 이제 어떡하지
144,E67," 나랑 함께 있는 시간이 길어지면 나도 더 잘할 테니까.""
이런 말만 남기고는 씩 웃고 말았다.
이런 말을 남기고 나서도 씩"
145,E64,".
이직하는 분들한테도 혜택(?)을 톡톡이 받고 있어요.</d> 오늘(28일)의 아침은 전국이 대체로 맑고 낮기온 역시 크게 오르지"
146,E66," 넌 나처럼 얌전을 좋아하니.""
그녀가 고개를 저어보이며 대답했다.
나는 그녀에게 다정한 눈짓으로 말했다.
""그건 내가 잘 아는 이야기입니다. 하지만 그건 내 개인적인 일이지"
147,E66," 너 같은 건 처음 봤지?""
""그건 내가 봤잖어요. 그거. 나보다 키가 큰 사람이 더 잘난 척을 했잖나? 난 너처럼 큰 거야! 난"
148,E64," 내가 그걸 다 뺏어서 뭘 하든 간에 내가 이게 이거야 내가 줘도 뭘 안 줄 수 있니?
그냥 이거만 하면 되지 뭐~ 그~ 뭐"
149,E66," 넌 뭐든 잘 할게.""
아내는 그 말이 끝나기가 무거울 만큼 말끝이 흐렸다.
아내를 향해서는 그 말이 무슨 말인지는 짐작조차 되지 않았다.
그가 말을 꺼낸"
150,E64,"!
그리고 넌 내가 원하는 대로 행동할 수 있는 거야, 이걸! 이대로만 되면 내가 좋아하는 일을 하는 게 될 테니까.
내가 너의 마음을 이해해줘야 해!
내가"
