,emotion,generated_sentence
91,E66,"""
그는 이렇게 말하며 술잔에 술을 따르고 술잔에 술을 따른다.
그리고 그는 이렇게 덧붙이며 이렇게 외친다.
“내일은 너와 함께할게.” 그는 술잔에서 술잔과 술의 위치를 정한다.
이때 술자리에는 여러"
92,E66," 삼만리만 건너서 한 마리라도 살 수 있는 곳이 있으면 좋잖아?"" 하고 말했다.
그는 다시 말을 이어 갔다.
그는 ""어쨌든 이번에 삼삼오삼삼!""이라고 외치다가"
93,E62," 그런데 그거 못샀어.""
아빠와 아기는 아무 말도 나누진 않았다.
""그런 거 없어.""
아기는 아무렇다는 표정을 짓고 있다가 갑자기 아기를 돌아봤고, 엄마도 엄"
94,E62," 그리고는 그게 뭘까, 하고 생각을 하다가 결국 그 친구와 같이 가려고 한 것뿐이었지. 그래서 그때 내가 생각하던 것은 그 친구의 친구도 <unk>니까"
95,E61," 그~ 이게 이거 그게 무슨 말입니까?
네. 어어 어 그게 이~ 그까 어어 이거는 어 그거 이거 그게 어~ 이거를 인제 뭐 어 이"
96,E61, 아~ 그래요? 그게 아~ 그래 그래요. 아유 그래? 그래. 어유 아이고 그거 어머 어유 아이고 아빠는 어땠을까 아이고
97,E61," '내가 뭔가 잘한 거 같다'고 했더니 '아~ 그게 내 인생에서 큰 힘이 되겠다. 네, 네!'하"
98,E62," 그거야 말로 우리 집에도 아주 큰 선생님을 둔 거 같아요. 그게 그 선생님이 정말 훌륭한 사람이에요,
우리 선생님을 잘 알고 있어요, 그거 선생님이"
99,E69,"나 학점도 좋고 자격 조건도 회사 인재상에 맞아서 그 회사 붙을 수 있을 것 같다! 완전 자신 있어. <unk>가 그거 알아. 나 지금 <unk>한테 잘 해줘서 기뻤다!""
이미 "
100,E65," 너랑 나하고 연애하지 않을거라고? 너가 너하고 결혼을 하면 내가 어떻게 해 줄거니.""
그런 얘기가 나오자 그녀는 다시 고개를 저어 버렸다.
그리고 다시 그녀를 쳐다보면서 그녀의"
101,E68," 그 여행에서 우리는 다시 한번 새로운 여행을 준비하고 있을지도 모른단다. 하지만 우리는 지금부터 새로운 모험을 시작하고 있다."" 이 책은 이 책에서 우리가 살고있는 세상을 이야기하기위해 씌어진 책입니다.
우리의 삶을 새롭게"
102,E62, 그래서 내가 더 열심히 일하고 싶다는 말을 해줬어요. 그런데 그 사람이 내게 이런 말을 했지요. '나는 지금 내가 원하는 것이 무엇이고 나는 그 꿈을 이루고 싶다는 말을 하고 있는구나!
103,E67," 우리 모두 이번에야말로 정말 열심히 해야지!!""라고 말했다.
그는 또 ""이제부터는 우리 모두 힘을 합쳐서 열심히 해서 우리 모두 행복하고 즐거운 하루를 만들어 가자"
104,E68,"</d> 이젠 정말 <unk>
이제 내꺼를 다 뺏길까 걱정된다...</d> ``오늘부터 내가 제일 좋아하던 영화 `이브에드워드`를 볼게요
("
105,E61,배우자 될 사람을 정말 잘 소개 받은 거 같아. 그게 아니라 우리 저기 그니까 저~ 이게 그~ 그게 이제 우리 이제 저희가 뭐 그게 뭐~ 뭐~ 이렇게 그니까 저기 이제 저희 이제 저기
106,E63,"여자친구와 연애를 오래 했더니 여자친구가 세상에서 제일 편해. 난 여자 친구가 너무 예쁠거라고 생각해서 그런다고 생각하는데.""
아빠가 갑자기 고개를 갸만지더니
'그럼 내가 왜 그렇게 많이 좋아졌"
107,E66,"결혼을 꼭 빠르게 해야 할까? 나는 나이와 상관없이 느긋하게 하고 싶어. 그래서 오늘부터 내일은 더 잘 해야지.
그래야 내가 더 잘 해줘.
그래도 너희들은 잘 해야 돼.
그럼 나는 잘 해야지.
"
108,E63," 내가 이렇게 잘 살기를 바라면서.
아빠랑 나 둘다 행복했거든
그런 거 좋아하는데 아까 엄마랑 내가 같이 먹었잖아,,"
109,E68," 그래서 내가 그 친구에게 뭘 해달라고 부탁했어.
아니 내가 뭐라고 해달라고 한 적 있나?</d> 이번에 뵙겠어요.
예전에 그~ 저희가 그 저도 이번에 인제"
110,E66,"취업이 잘 안 되지만 서두른다고 되는 것도 아니라 맘 편히 먹으려고 해. 그래서 나는 지금 이대로 가면 되잖나. 내가 이대로 가려고 하니 내가 지금 이걸 어떻게 하면 되는 거예요?
이제 이걸 어떻게 하"
111,E67,"결혼하고 나니 안도감이 들어. 그건 내가 할 얘기는 아닌데.""
그렇게 말하며 녀석들을 데리고 집으로 돌아갔다.
나는 다시 찻집으로 돌아와 앉더니 뭔지 모를 기척이 들었다.
나는 잠시 후 차를 마시고 싶었지만"
112,E60," 그래서 나는 그를 만났어. 그때 그는 내게서 전화한 거야. 그는 나에게 '나는 당신이 내 친구야'라는 말을 했어. 그게 그 말이야.""
나는 그에게"
113,E61," 난 네가 정말 좋은 친구를 사귀었으면 하는 바람이야.""
아무리 친한 친구도 그 친구는 나를 알아주는 사람이 아니었습니다.
아니면 내 친구로 알고"
114,E62, 내가 너희들을 사랑하는 건 사실이다. 내가 널 좋아하고 너희가 사랑한다면 그땐 너희가 행복해지지 않을 것이다. 그리고 난 널 행복해지게 만들어준다. 난 내 행복을 위해
115,E60," 하지만 난 내 취업을 위해 노력할 테니까.
난 이제 내 취업이 내 취업을 위해 달려가는 거니깐, 내가 할 수 있다면 열심히 하겠네. 내가 내 일자리를 찾아갈 테니까,"
116,E63," 그래서 내가 돈을 벌면 그 돈에 맞는 사람을 찾는 거지? 아, 그게 진짜 내가 진짜 돈 벌고 있는 게 아닐 거 같애요. 그래서 저희가 이게 진짜 진짜"
117,E64," 그래서 내가 그 돈 좀 벌게 해주세요. 돈 많이 벌어요""라며 웃는 척했다.
""그럼요."" 그가 말했다.
""돈 좀 벌어요.""
""이"
118,E67," 그건 내가 알아서 해.
아니, 이거야 뭐? 너희들이 알아서 해?
아무래도 이번에 너희가 해준 거잖냐고.
이제야 너한테"
119,E68, 아 그래요~ 어떡하면 안 되는지 어~ 아까 면접에서 어떡해요? 어머머. 네네네? 아~ 네. 아하 아까 어떡했
120,E64," 그게 무슨 소린가요?
그럼, 내일 결혼하면 어떡해?
내년 결혼할 때까지만 해도 그게 다 내 탓이었지.
내 말 잘 듣던가?
그런 거 다 알"
121,E66, 그래서 내가 이걸 좀 잘해야지. 너는 이제 내 인생 좀 바꿔야 될 거야? 네가 좀 바꿔서 좀 바꿔. 내가 네
122,E67," 잘 지내고 있어! 잘 지내고 있는 것 같은 느낌이 들어.""
그녀가 웃었다.
그녀가 다시 한 마디했다.
그는 그녀를 안아서 침대에서 끌어냈다.
그녀는 침"
123,E64,"""라고 했다.
그는 또 한 명의 친구에게 ""이번에 꼭 한번 와보겠다""면서 함께 온 친구를 칭찬했다.
한편, 이 전학 온 친구와 같이 오"
124,E68," 나만 아는 게 아니야.""
그녀가 말을 꺼내는 건 당연하다.
아무튼 그녀의 말은, 그녀에 대한 그녀의 애정을 증명했다.
그리고 그녀는"
125,E69," 그리고 그~ 이게 이번에 이케 좀 이쁘고 예쁜 그~ 그게 뭐지?
이렇게 예쁜 그런 연말 파티가 있었어요?
아 예 예 그래서 연말이"
126,E62," 내가 <unk>니까, 이 사람이야.
이제 뭘 해야 할까.
그렇게 생각하시는 것 같은데.
그래도 그 사람이 내일이라도 그 일을 하겠지 뭐. 그건 내가"
127,E64," 처음 창업한 가게가 수익률 3%가 안됐어. 첫 수익에 대해서 너무 많이 걱정하거든.
첫 창업했을 때 수익률이 얼마나 나왔는지 궁금하네."
128,E66," 너, 너희들은 모두들 내일을 위해 열심히 일해서 너를 위해 최면을 걸었으니 너희는 정말 고마웠다. 너는 정말 멋진 날들을"
129,E60," 내 생각에는 내가 너무 늦었거든! 그걸 알았을 때는 벌써 두 번이나 결혼을 한 건가! 내 마음속에도 그런 게 있나? 내 생각에도 그렇게 생각하고 있었거든.""
아"
130,E61," 이게 다 우리 돈이야?""
그가 말을 끊자 그의 입에서 탄성이 나왔다.
이제까지 한 달에 두 번, 두 번에 한 달에 네 번씩이나 그"
131,E63," 그래서 나는 내 인생의 목표가 ‘내가 행복할 수 있구나’라는 것에 집중하게 되었고, 결국 내가 하고 싶어서 하고 사는 일이 아닌 내 인생의 목표에 대해 고민하기 시작한 것 뿐"
132,E64," 그땐 정말 너무너무도 행복했거든.
하지만 이제 그걸 포기할 수는 없었거든?
그렇게 해서 그땐 너무 좋았는데 이제는 정말 정말 그게 너무 힘들었거든!
그래,"
133,E69," 그리고 나보다 한 살 많은 동생과 함께 있을게야.""
아빠를 향해 한 발 한 발을 씩 내던지던 아빠가 고개를 들어 아빠의 손을 꼭 잡았다.
그리고 다시 고개를"
134,E66," 그래서 나는 늘 그런 편이지.
그래서 그런지, 나는 그 사람을 좋아해요.
내가 좋아하는 사람하고 같이 있을 때 그 사람이 나에게 잘해줬어.
그 사람한테 정말 감사한 거야.
나는 그렇게"
135,E67," 하지만 나는 내 성격이 너무 강했어!"" 하고 외쳤다.</d> 지난해 말 미국 캘리포니아의 캘리포니아에서 벌어진 총격전 끝에 숨지는 일이 있었습니다.
당시 캘리포니아에서는"
136,E69," 이거야. 내 월급을 좀 많이 받아줘. 내일도 출근할 수 있대.""
아이는 고개를 갸우적거리며 대답했다.
그렇게 말하는 아이는 내 말을 듣지"
137,E61," 그리고 난 남자 친구의 얼굴을 찡그렸거든.""
""그럼 그 친구랑 같이 있을까? 아니면 다른 남자와 만나서 놀러올 거야. 난 그 친구를 따라"
138,E61," 감사한 마음뿐이야""라고 덧붙였다. 고 노무현은 이날 저녁 6시30분, 청담동으로 출발, 저녁 7시부터 8"
139,E63," 그건 내가 잘한 게 아니야.
그런데, 내 마음을 어떻게 알았을까.
그런 생각이 들었다.
내가 얼마나 힘들었던 걸.
나는 그 일을 계기로 내 인생 전체를 바꿔놓았다.
그리고 나 역시"
140,E64," 그래서 나는 이제 너는 너를 좋아하지. 너는 내가 좋아하니깐 나도 좋아해. 네에?""
이렇게 말을 하고는 그 자리에 그대로 누워버렸다.
나는 그제"
141,E62,"친구가 나한테 고민을 털어놔 줘서 고마웠어..
그래 괜시리 웃고 있어. ^^ ^^.
오늘 하루 너무 힘들었어 ㅠㅠ 
오늘도 힘들었던 것 같은 하루였는데 오늘만큼 힘들"
142,E66," 내가 밥을 먹을 떄마다, 내가 먹을 때마다 내가 내 밥그릇에 밥이 들어있지?""
이 말을 들었을때부터 내가 밥을 먹는 동안 내 몸은 늘 긴장했다.
이"
